# fichier finlay.txt
############################################################################################
# Positions prévues de la comète Finlay par rapport au Soleil.
# Les données sont prises tous les jours.
# La première ligne correspond au 18/ 3/2021, la deuxième au 19/ 3/2021, etc.
# Les distances sont exprimées en unité astronomique (au) : 1 au = 1.496e+11 m
############################################################################################
X (au)              Y (au)              
-3.6573             2.188               
-3.6644             2.1861              
-3.6714             2.1843              
-3.6785             2.1825              
-3.6855             2.1807              
-3.6926             2.1788              
-3.6996             2.177               
-3.7066             2.1751              
-3.7136             2.1732              
-3.7205             2.1714              
-3.7275             2.1695              
-3.7344             2.1676              
-3.7414             2.1657              
-3.7483             2.1638              
-3.7552             2.1619              
-3.7621             2.1599              
-3.7689             2.158               
-3.7758             2.1561              
-3.7827             2.1541              
-3.7895             2.1522              
-3.7963             2.1502              
-3.8031             2.1482              
-3.8099             2.1463              
-3.8167             2.1443              
-3.8235             2.1423              
-3.8302             2.1403              
-3.837              2.1383              
-3.8437             2.1363              
-3.8504             2.1342              
-3.8571             2.1322              
-3.8638             2.1302              
-3.8705             2.1281              
-3.8772             2.1261              
-3.8838             2.124               
-3.8904             2.122               
-3.8971             2.1199              
-3.9037             2.1178              
-3.9103             2.1157              
-3.9169             2.1136              
-3.9234             2.1115              
-3.93               2.1094              
-3.9365             2.1073              
-3.9431             2.1052              
-3.9496             2.1031              
-3.9561             2.1009              
-3.9626             2.0988              
-3.9691             2.0966              
-3.9755             2.0945              
-3.982              2.0923              
-3.9884             2.0901              
-3.9949             2.088               
-4.0013             2.0858              
-4.0077             2.0836              
-4.0141             2.0814              
-4.0205             2.0792              
-4.0268             2.077               
-4.0332             2.0748              
-4.0395             2.0725              
-4.0459             2.0703              
-4.0522             2.0681              
-4.0585             2.0658              
-4.0648             2.0636              
-4.071              2.0613              
-4.0773             2.0591              
-4.0836             2.0568              
-4.0898             2.0545              
-4.096              2.0523              
-4.1022             2.05                
-4.1085             2.0477              
-4.1146             2.0454              
-4.1208             2.0431              
-4.127              2.0408              
-4.1331             2.0384              
-4.1393             2.0361              
-4.1454             2.0338              
-4.1515             2.0315              
-4.1576             2.0291              
-4.1637             2.0268              
-4.1698             2.0244              
-4.1759             2.0221              
-4.1819             2.0197              
-4.188              2.0173              
-4.194              2.0149              
-4.2                2.0126              
-4.206              2.0102              
-4.212              2.0078              
-4.218              2.0054              
-4.224              2.003               
-4.2299             2.0006              
-4.2359             1.9981              
-4.2418             1.9957              
-4.2477             1.9933              
-4.2536             1.9909              
-4.2595             1.9884              
-4.2654             1.986               
-4.2713             1.9835              
-4.2771             1.9811              
-4.283              1.9786              
-4.2888             1.9761              
-4.2946             1.9737              
-4.3005             1.9712              
-4.3063             1.9687              
-4.312              1.9662              
-4.3178             1.9637              
-4.3236             1.9612              
-4.3293             1.9587              
-4.3351             1.9562              
-4.3408             1.9537              
-4.3465             1.9512              
-4.3522             1.9486              
-4.3579             1.9461              
-4.3636             1.9436              
-4.3693             1.941               
-4.3749             1.9385              
-4.3806             1.9359              
-4.3862             1.9334              
-4.3919             1.9308              
-4.3975             1.9282              
-4.4031             1.9256              
-4.4087             1.9231              
-4.4142             1.9205              
-4.4198             1.9179              
-4.4253             1.9153              
-4.4309             1.9127              
-4.4364             1.9101              
-4.4419             1.9075              
-4.4474             1.9049              
-4.4529             1.9023              
-4.4584             1.8996              
-4.4639             1.897               
-4.4694             1.8944              
-4.4748             1.8917              
-4.4803             1.8891              
-4.4857             1.8864              
-4.4911             1.8838              
-4.4965             1.8811              
-4.5019             1.8785              
-4.5073             1.8758              
-4.5126             1.8731              
-4.518              1.8704              
-4.5234             1.8678              
-4.5287             1.8651              
-4.534              1.8624              
-4.5393             1.8597              
-4.5446             1.857               
-4.5499             1.8543              
-4.5552             1.8516              
-4.5605             1.8489              
-4.5657             1.8461              
-4.571              1.8434              
-4.5762             1.8407              
-4.5814             1.838               
-4.5866             1.8352              
-4.5918             1.8325              
-4.597              1.8297              
-4.6022             1.827               
-4.6074             1.8242              
-4.6125             1.8215              
-4.6177             1.8187              
-4.6228             1.8159              
-4.6279             1.8132              
-4.6331             1.8104              
-4.6382             1.8076              
-4.6432             1.8048              
-4.6483             1.802               
-4.6534             1.7992              
-4.6584             1.7964              
-4.6635             1.7936              
-4.6685             1.7908              
-4.6736             1.788               
-4.6786             1.7852              
-4.6836             1.7824              
-4.6886             1.7796              
-4.6935             1.7767              
-4.6985             1.7739              
-4.7035             1.7711              
-4.7084             1.7682              
-4.7134             1.7654              
-4.7183             1.7625              
-4.7232             1.7597              
-4.7281             1.7568              
-4.733              1.754               
-4.7379             1.7511              
-4.7427             1.7482              
-4.7476             1.7454              
-4.7525             1.7425              
-4.7573             1.7396              
-4.7621             1.7367              
-4.7669             1.7338              
-4.7717             1.7309              
-4.7765             1.7281              
-4.7813             1.7252              
-4.7861             1.7222              
-4.7909             1.7193              
-4.7956             1.7164              
-4.8004             1.7135              
-4.8051             1.7106              
-4.8098             1.7077              
-4.8145             1.7048              
-4.8192             1.7018              
-4.8239             1.6989              
-4.8286             1.6959              
-4.8333             1.693               
-4.8379             1.6901              
-4.8426             1.6871              
-4.8472             1.6842              
-4.8518             1.6812              
-4.8565             1.6782              
-4.8611             1.6753              
-4.8657             1.6723              
-4.8702             1.6693              
-4.8748             1.6664              
-4.8794             1.6634              
-4.8839             1.6604              
-4.8885             1.6574              
-4.893              1.6544              
-4.8975             1.6515              
-4.902              1.6485              
-4.9065             1.6455              
-4.911              1.6425              
-4.9155             1.6394              
-4.92               1.6364              
-4.9244             1.6334              
-4.9289             1.6304              
-4.9333             1.6274              
-4.9377             1.6244              
-4.9422             1.6213              
-4.9466             1.6183              
-4.951              1.6153              
-4.9554             1.6122              
-4.9597             1.6092              
-4.9641             1.6062              
-4.9685             1.6031              
-4.9728             1.6001              
-4.9771             1.597               
-4.9815             1.594               
-4.9858             1.5909              
-4.9901             1.5878              
-4.9944             1.5848              
-4.9987             1.5817              
-5.0029             1.5786              
-5.0072             1.5755              
-5.0114             1.5725              
-5.0157             1.5694              
-5.0199             1.5663              
-5.0241             1.5632              
-5.0284             1.5601              
-5.0326             1.557               
-5.0368             1.5539              
-5.0409             1.5508              
-5.0451             1.5477              
-5.0493             1.5446              
-5.0534             1.5415              
-5.0576             1.5384              
-5.0617             1.5353              
-5.0658             1.5322              
-5.0699             1.529               
-5.074              1.5259              
-5.0781             1.5228              
-5.0822             1.5196              
-5.0863             1.5165              
-5.0903             1.5134              
-5.0944             1.5102              
-5.0984             1.5071              
-5.1025             1.5039              
-5.1065             1.5008              
-5.1105             1.4976              
-5.1145             1.4945              
-5.1185             1.4913              
-5.1225             1.4882              
-5.1264             1.485               
-5.1304             1.4818              
-5.1344             1.4787              
-5.1383             1.4755              
-5.1422             1.4723              
-5.1462             1.4691              
-5.1501             1.466               
-5.154              1.4628              
-5.1579             1.4596              
-5.1617             1.4564              
-5.1656             1.4532              
-5.1695             1.45                
-5.1733             1.4468              
-5.1772             1.4436              
-5.181              1.4404              
-5.1848             1.4372              
-5.1887             1.434               
-5.1925             1.4308              
-5.1963             1.4276              
-5.2                1.4244              
-5.2038             1.4211              
-5.2076             1.4179              
-5.2113             1.4147              
-5.2151             1.4115              
-5.2188             1.4082              
-5.2225             1.405               
-5.2263             1.4018              
-5.23               1.3985              
-5.2337             1.3953              
-5.2374             1.392               
-5.241              1.3888              
-5.2447             1.3855              
-5.2484             1.3823              
-5.252              1.379               
-5.2556             1.3758              
-5.2593             1.3725              
-5.2629             1.3693              
-5.2665             1.366               
-5.2701             1.3627              
-5.2737             1.3595              
-5.2773             1.3562              
-5.2808             1.3529              
-5.2844             1.3496              
-5.288              1.3464              
-5.2915             1.3431              
-5.295              1.3398              
-5.2986             1.3365              
-5.3021             1.3332              
-5.3056             1.3299              
-5.3091             1.3266              
-5.3126             1.3234              
-5.316              1.3201              
-5.3195             1.3168              
-5.323              1.3135              
-5.3264             1.3101              
-5.3298             1.3068              
-5.3333             1.3035              
-5.3367             1.3002              
-5.3401             1.2969              
-5.3435             1.2936              
-5.3469             1.2903              
-5.3503             1.287               
-5.3536             1.2836              
-5.357              1.2803              
-5.3604             1.277               
-5.3637             1.2736              
-5.367              1.2703              
-5.3704             1.267               
-5.3737             1.2636              
-5.377              1.2603              
-5.3803             1.257               
-5.3836             1.2536              
-5.3868             1.2503              
-5.3901             1.2469              
-5.3934             1.2436              
-5.3966             1.2402              
-5.3999             1.2369              
-5.4031             1.2335              
-5.4063             1.2302              
-5.4095             1.2268              
-5.4127             1.2234              
-5.4159             1.2201              
-5.4191             1.2167              
-5.4223             1.2133              
-5.4254             1.21                
-5.4286             1.2066              
-5.4317             1.2032              
-5.4349             1.1998              
-5.438              1.1965              
-5.4411             1.1931              
-5.4442             1.1897              
-5.4473             1.1863              
-5.4504             1.1829              
-5.4535             1.1795              
-5.4566             1.1761              
-5.4596             1.1727              
-5.4627             1.1693              
-5.4657             1.166               
-5.4688             1.1626              
-5.4718             1.1592              
-5.4748             1.1557              
-5.4778             1.1523              
-5.4808             1.1489              
-5.4838             1.1455              
-5.4868             1.1421              
-5.4898             1.1387              
-5.4927             1.1353              
-5.4957             1.1319              
-5.4986             1.1285              
-5.5016             1.125               
-5.5045             1.1216              
-5.5074             1.1182              
-5.5103             1.1148              
-5.5132             1.1113              
-5.5161             1.1079              
-5.519              1.1045              
-5.5218             1.101               
-5.5247             1.0976              
-5.5276             1.0942              
-5.5304             1.0907              
-5.5332             1.0873              
-5.5361             1.0838              
-5.5389             1.0804              
-5.5417             1.077               
-5.5445             1.0735              
-5.5473             1.0701              
-5.55               1.0666              
-5.5528             1.0632              
-5.5556             1.0597              
-5.5583             1.0562              
-5.5611             1.0528              
-5.5638             1.0493              
-5.5665             1.0459              
-5.5693             1.0424              
-5.572              1.0389              
-5.5747             1.0355              
-5.5773             1.032               
-5.58               1.0285              
-5.5827             1.0251              
-5.5854             1.0216              
-5.588              1.0181              
-5.5907             1.0146              
-5.5933             1.0112              
-5.5959             1.0077              
-5.5985             1.0042              
-5.6011             1.0007              
-5.6037             0.9972              
-5.6063             0.9937              
-5.6089             0.9903              
-5.6115             0.9868              
-5.614              0.9833              
-5.6166             0.9798              
-5.6191             0.9763              
-5.6217             0.9728              
-5.6242             0.9693              
-5.6267             0.9658              
-5.6292             0.9623              
-5.6317             0.9588              
-5.6342             0.9553              
-5.6367             0.9518              
-5.6392             0.9483              
-5.6417             0.9448              
-5.6441             0.9413              
-5.6466             0.9378              
-5.649              0.9342              
-5.6514             0.9307              
-5.6538             0.9272              
-5.6563             0.9237              
-5.6587             0.9202              
-5.6611             0.9167              
-5.6634             0.9131              
-5.6658             0.9096              
-5.6682             0.9061              
-5.6705             0.9026              
-5.6729             0.899               
-5.6752             0.8955              
-5.6776             0.892               
-5.6799             0.8884              
-5.6822             0.8849              
-5.6845             0.8814              
-5.6868             0.8778              
-5.6891             0.8743              
-5.6914             0.8708              
-5.6936             0.8672              
-5.6959             0.8637              
-5.6982             0.8602              
-5.7004             0.8566              
-5.7026             0.8531              
-5.7049             0.8495              
-5.7071             0.846               
-5.7093             0.8424              
-5.7115             0.8389              
-5.7137             0.8353              
-5.7159             0.8318              
-5.718              0.8282              
-5.7202             0.8247              
-5.7224             0.8211              
-5.7245             0.8176              
-5.7267             0.814               
-5.7288             0.8104              
-5.7309             0.8069              
-5.733              0.8033              
-5.7351             0.7997              
-5.7372             0.7962              
-5.7393             0.7926              
-5.7414             0.7891              
-5.7435             0.7855              
-5.7455             0.7819              
-5.7476             0.7783              
-5.7496             0.7748              
-5.7516             0.7712              
-5.7537             0.7676              
-5.7557             0.7641              
-5.7577             0.7605              
-5.7597             0.7569              
-5.7617             0.7533              
-5.7637             0.7497              
-5.7656             0.7462              
-5.7676             0.7426              
-5.7696             0.739               
-5.7715             0.7354              
-5.7735             0.7318              
-5.7754             0.7282              
-5.7773             0.7246              
-5.7792             0.7211              
-5.7811             0.7175              
-5.783              0.7139              
-5.7849             0.7103              
-5.7868             0.7067              
-5.7887             0.7031              
-5.7905             0.6995              
-5.7924             0.6959              
-5.7942             0.6923              
-5.7961             0.6887              
-5.7979             0.6851              
-5.7997             0.6815              
-5.8015             0.6779              
-5.8033             0.6743              
-5.8051             0.6707              
-5.8069             0.6671              
-5.8087             0.6635              
-5.8104             0.6599              
-5.8122             0.6563              
-5.8139             0.6527              
-5.8157             0.6491              
-5.8174             0.6455              
-5.8191             0.6419              
-5.8209             0.6382              
-5.8226             0.6346              
-5.8243             0.631               
-5.826              0.6274              
-5.8276             0.6238              
-5.8293             0.6202              
-5.831              0.6165              
-5.8326             0.6129              
-5.8343             0.6093              
-5.8359             0.6057              
-5.8375             0.6021              
-5.8392             0.5984              
-5.8408             0.5948              
-5.8424             0.5912              
-5.844              0.5876              
-5.8456             0.584               
-5.8471             0.5803              
-5.8487             0.5767              
-5.8503             0.5731              
-5.8518             0.5694              
-5.8534             0.5658              
-5.8549             0.5622              
-5.8564             0.5586              
-5.858              0.5549              
-5.8595             0.5513              
-5.861              0.5477              
-5.8625             0.544               
-5.864              0.5404              
-5.8654             0.5367              
-5.8669             0.5331              
-5.8684             0.5295              
-5.8698             0.5258              
-5.8713             0.5222              
-5.8727             0.5186              
-5.8741             0.5149              
-5.8755             0.5113              
-5.8769             0.5076              
-5.8783             0.504               
-5.8797             0.5003              
-5.8811             0.4967              
-5.8825             0.4931              
-5.8839             0.4894              
-5.8852             0.4858              
-5.8866             0.4821              
-5.8879             0.4785              
-5.8893             0.4748              
-5.8906             0.4712              
-5.8919             0.4675              
-5.8932             0.4639              
-5.8945             0.4602              
-5.8958             0.4566              
-5.8971             0.4529              
-5.8984             0.4493              
-5.8996             0.4456              
-5.9009             0.442               
-5.9021             0.4383              
-5.9034             0.4347              
-5.9046             0.431               
-5.9058             0.4273              
-5.907              0.4237              
-5.9082             0.42                
-5.9094             0.4164              
-5.9106             0.4127              
-5.9118             0.409               
-5.913              0.4054              
-5.9142             0.4017              
-5.9153             0.3981              
-5.9165             0.3944              
-5.9176             0.3907              
-5.9187             0.3871              
-5.9199             0.3834              
-5.921              0.3797              
-5.9221             0.3761              
-5.9232             0.3724              
-5.9243             0.3688              
-5.9254             0.3651              
-5.9264             0.3614              
-5.9275             0.3578              
-5.9285             0.3541              
-5.9296             0.3504              
-5.9306             0.3467              
-5.9317             0.3431              
-5.9327             0.3394              
-5.9337             0.3357              
-5.9347             0.3321              
-5.9357             0.3284              
-5.9367             0.3247              
-5.9377             0.3211              
-5.9387             0.3174              
-5.9396             0.3137              
-5.9406             0.31                
-5.9415             0.3064              
-5.9425             0.3027              
-5.9434             0.299               
-5.9443             0.2953              
-5.9452             0.2917              
-5.9461             0.288               
-5.947              0.2843              
-5.9479             0.2806              
-5.9488             0.277               
-5.9497             0.2733              
-5.9505             0.2696              
-5.9514             0.2659              
-5.9522             0.2622              
-5.9531             0.2586              
-5.9539             0.2549              
-5.9547             0.2512              
-5.9556             0.2475              
-5.9564             0.2438              
-5.9572             0.2402              
-5.958              0.2365              
-5.9587             0.2328              
-5.9595             0.2291              
-5.9603             0.2254              
-5.961              0.2218              
-5.9618             0.2181              
-5.9625             0.2144              
-5.9632             0.2107              
-5.964              0.207               
-5.9647             0.2033              
-5.9654             0.1997              
-5.9661             0.196               
-5.9668             0.1923              
-5.9675             0.1886              
-5.9681             0.1849              
-5.9688             0.1812              
-5.9695             0.1775              
-5.9701             0.1739              
-5.9708             0.1702              
-5.9714             0.1665              
-5.972              0.1628              
-5.9726             0.1591              
-5.9732             0.1554              
-5.9738             0.1517              
-5.9744             0.148               
-5.975              0.1444              
-5.9756             0.1407              
-5.9761             0.137               
-5.9767             0.1333              
-5.9773             0.1296              
-5.9778             0.1259              
-5.9783             0.1222              
-5.9789             0.1185              
-5.9794             0.1149              
-5.9799             0.1112              
-5.9804             0.1075              
-5.9809             0.1038              
-5.9814             0.1001              
-5.9818             0.0964              
-5.9823             0.0927              
-5.9828             0.089               
-5.9832             0.0853              
-5.9836             0.0816              
-5.9841             0.078               
-5.9845             0.0743              
-5.9849             0.0706              
-5.9853             0.0669              
-5.9857             0.0632              
-5.9861             0.0595              
-5.9865             0.0558              
-5.9869             0.0521              
-5.9873             0.0484              
-5.9876             0.0447              
-5.988              0.041               
-5.9883             0.0373              
-5.9886             0.0337              
-5.989              0.03                
-5.9893             0.0263              
-5.9896             0.0226              
-5.9899             0.0189              
-5.9902             0.0152              
-5.9905             0.0115              
-5.9908             0.0078              
-5.991              0.0041              
-5.9913             0.0004              
-5.9915             -0.0033             
-5.9918             -0.007              
-5.992              -0.0106             
-5.9923             -0.0143             
-5.9925             -0.018              
-5.9927             -0.0217             
-5.9929             -0.0254             
-5.9931             -0.0291             
-5.9933             -0.0328             
-5.9935             -0.0365             
-5.9936             -0.0402             
-5.9938             -0.0439             
-5.9939             -0.0476             
-5.9941             -0.0513             
-5.9942             -0.0549             
-5.9944             -0.0586             
-5.9945             -0.0623             
-5.9946             -0.066              
-5.9947             -0.0697             
-5.9948             -0.0734             
-5.9949             -0.0771             
-5.995              -0.0808             
-5.995              -0.0845             
-5.9951             -0.0882             
-5.9951             -0.0919             
-5.9952             -0.0955             
-5.9952             -0.0992             
-5.9953             -0.1029             
-5.9953             -0.1066             
-5.9953             -0.1103             
-5.9953             -0.114              
-5.9953             -0.1177             
-5.9953             -0.1214             
-5.9953             -0.1251             
-5.9952             -0.1287             
-5.9952             -0.1324             
-5.9952             -0.1361             
-5.9951             -0.1398             
-5.9951             -0.1435             
-5.995              -0.1472             
-5.9949             -0.1509             
-5.9948             -0.1546             
-5.9947             -0.1582             
-5.9946             -0.1619             
-5.9945             -0.1656             
-5.9944             -0.1693             
-5.9943             -0.173              
-5.9942             -0.1767             
-5.994              -0.1804             
-5.9939             -0.1841             
-5.9937             -0.1877             
-5.9935             -0.1914             
-5.9934             -0.1951             
-5.9932             -0.1988             
-5.993              -0.2025             
-5.9928             -0.2062             
-5.9926             -0.2098             
-5.9924             -0.2135             
-5.9921             -0.2172             
-5.9919             -0.2209             
-5.9917             -0.2246             
-5.9914             -0.2283             
-5.9912             -0.2319             
-5.9909             -0.2356             
-5.9906             -0.2393             
-5.9903             -0.243              
-5.9901             -0.2467             
-5.9898             -0.2503             
-5.9894             -0.254              
-5.9891             -0.2577             
-5.9888             -0.2614             
-5.9885             -0.2651             
-5.9881             -0.2687             
-5.9878             -0.2724             
-5.9874             -0.2761             
-5.9871             -0.2798             
-5.9867             -0.2835             
-5.9863             -0.2871             
-5.9859             -0.2908             
-5.9855             -0.2945             
-5.9851             -0.2982             
-5.9847             -0.3018             
-5.9843             -0.3055             
-5.9839             -0.3092             
-5.9834             -0.3129             
-5.983              -0.3165             
-5.9825             -0.3202             
-5.9821             -0.3239             
-5.9816             -0.3275             
-5.9811             -0.3312             
-5.9806             -0.3349             
-5.9801             -0.3386             
-5.9796             -0.3422             
-5.9791             -0.3459             
-5.9786             -0.3496             
-5.9781             -0.3532             
-5.9775             -0.3569             
-5.977              -0.3606             
-5.9764             -0.3642             
-5.9759             -0.3679             
-5.9753             -0.3716             
-5.9747             -0.3752             
-5.9741             -0.3789             
-5.9735             -0.3826             
-5.9729             -0.3862             
-5.9723             -0.3899             
-5.9717             -0.3936             
-5.9711             -0.3972             
-5.9705             -0.4009             
-5.9698             -0.4045             
-5.9692             -0.4082             
-5.9685             -0.4119             
-5.9678             -0.4155             
-5.9672             -0.4192             
-5.9665             -0.4228             
-5.9658             -0.4265             
-5.9651             -0.4302             
-5.9644             -0.4338             
-5.9636             -0.4375             
-5.9629             -0.4411             
-5.9622             -0.4448             
-5.9614             -0.4484             
-5.9607             -0.4521             
-5.9599             -0.4557             
-5.9592             -0.4594             
-5.9584             -0.463              
-5.9576             -0.4667             
-5.9568             -0.4704             
-5.956              -0.474              
-5.9552             -0.4777             
-5.9544             -0.4813             
-5.9536             -0.4849             
-5.9527             -0.4886             
-5.9519             -0.4922             
-5.951              -0.4959             
-5.9502             -0.4995             
-5.9493             -0.5032             
-5.9484             -0.5068             
-5.9476             -0.5105             
-5.9467             -0.5141             
-5.9458             -0.5177             
-5.9449             -0.5214             
-5.9439             -0.525              
-5.943              -0.5287             
-5.9421             -0.5323             
-5.9411             -0.5359             
-5.9402             -0.5396             
-5.9392             -0.5432             
-5.9383             -0.5469             
-5.9373             -0.5505             
-5.9363             -0.5541             
-5.9353             -0.5578             
-5.9343             -0.5614             
-5.9333             -0.565              
-5.9323             -0.5687             
-5.9313             -0.5723             
-5.9302             -0.5759             
-5.9292             -0.5795             
-5.9282             -0.5832             
-5.9271             -0.5868             
-5.926              -0.5904             
-5.925              -0.5941             
-5.9239             -0.5977             
-5.9228             -0.6013             
-5.9217             -0.6049             
-5.9206             -0.6085             
-5.9195             -0.6122             
-5.9183             -0.6158             
-5.9172             -0.6194             
-5.9161             -0.623              
-5.9149             -0.6266             
-5.9138             -0.6303             
-5.9126             -0.6339             
-5.9114             -0.6375             
-5.9103             -0.6411             
-5.9091             -0.6447             
-5.9079             -0.6483             
-5.9067             -0.6519             
-5.9054             -0.6556             
-5.9042             -0.6592             
-5.903              -0.6628             
-5.9018             -0.6664             
-5.9005             -0.67               
-5.8992             -0.6736             
-5.898              -0.6772             
-5.8967             -0.6808             
-5.8954             -0.6844             
-5.8941             -0.688              
-5.8928             -0.6916             
-5.8915             -0.6952             
-5.8902             -0.6988             
-5.8889             -0.7024             
-5.8876             -0.706              
-5.8862             -0.7096             
-5.8849             -0.7132             
-5.8835             -0.7168             
-5.8822             -0.7204             
-5.8808             -0.724              
-5.8794             -0.7276             
-5.878              -0.7312             
-5.8766             -0.7347             
-5.8752             -0.7383             
-5.8738             -0.7419             
-5.8724             -0.7455             
-5.8709             -0.7491             
-5.8695             -0.7527             
-5.868              -0.7563             
-5.8666             -0.7598             
-5.8651             -0.7634             
-5.8636             -0.767              
-5.8622             -0.7706             
-5.8607             -0.7742             
-5.8592             -0.7777             
-5.8577             -0.7813             
-5.8562             -0.7849             
-5.8546             -0.7884             
-5.8531             -0.792              
-5.8516             -0.7956             
-5.85               -0.7992             
-5.8484             -0.8027             
-5.8469             -0.8063             
-5.8453             -0.8099             
-5.8437             -0.8134             
-5.8421             -0.817              
-5.8405             -0.8206             
-5.8389             -0.8241             
-5.8373             -0.8277             
-5.8357             -0.8312             
-5.834              -0.8348             
-5.8324             -0.8383             
-5.8308             -0.8419             
-5.8291             -0.8455             
-5.8274             -0.849              
-5.8258             -0.8526             
-5.8241             -0.8561             
-5.8224             -0.8597             
-5.8207             -0.8632             
-5.819              -0.8668             
-5.8172             -0.8703             
-5.8155             -0.8738             
-5.8138             -0.8774             
-5.812              -0.8809             
-5.8103             -0.8845             
-5.8085             -0.888              
-5.8068             -0.8915             
-5.805              -0.8951             
-5.8032             -0.8986             
-5.8014             -0.9021             
-5.7996             -0.9057             
-5.7978             -0.9092             
-5.796              -0.9127             
-5.7941             -0.9163             
-5.7923             -0.9198             
-5.7905             -0.9233             
-5.7886             -0.9268             
-5.7867             -0.9304             
-5.7849             -0.9339             
-5.783              -0.9374             
-5.7811             -0.9409             
-5.7792             -0.9444             
-5.7773             -0.948              
-5.7754             -0.9515             
-5.7735             -0.955              
-5.7715             -0.9585             
-5.7696             -0.962              
-5.7677             -0.9655             
-5.7657             -0.969              
-5.7637             -0.9725             
-5.7618             -0.976              
-5.7598             -0.9795             
-5.7578             -0.983              
-5.7558             -0.9865             
-5.7538             -0.99               
-5.7518             -0.9935             
-5.7497             -0.997              
-5.7477             -1.0005             
-5.7457             -1.004              
-5.7436             -1.0075             
-5.7416             -1.011              
-5.7395             -1.0145             
-5.7374             -1.018              
-5.7353             -1.0215             
-5.7332             -1.025              
-5.7311             -1.0284             
-5.729              -1.0319             
-5.7269             -1.0354             
-5.7248             -1.0389             
-5.7226             -1.0423             
-5.7205             -1.0458             
-5.7184             -1.0493             
-5.7162             -1.0528             
-5.714              -1.0562             
-5.7118             -1.0597             
-5.7097             -1.0632             
-5.7075             -1.0666             
-5.7053             -1.0701             
-5.703              -1.0736             
-5.7008             -1.077              
-5.6986             -1.0805             
-5.6963             -1.0839             
-5.6941             -1.0874             
-5.6918             -1.0908             
-5.6896             -1.0943             
-5.6873             -1.0977             
-5.685              -1.1012             
-5.6827             -1.1046             
-5.6804             -1.1081             
-5.6781             -1.1115             
-5.6758             -1.115              
-5.6735             -1.1184             
-5.6711             -1.1219             
-5.6688             -1.1253             
-5.6664             -1.1287             
-5.6641             -1.1322             
-5.6617             -1.1356             
-5.6593             -1.139              
-5.657              -1.1424             
-5.6546             -1.1459             
-5.6522             -1.1493             
-5.6497             -1.1527             
-5.6473             -1.1561             
-5.6449             -1.1596             
-5.6425             -1.163              
-5.64               -1.1664             
-5.6375             -1.1698             
-5.6351             -1.1732             
-5.6326             -1.1766             
-5.6301             -1.18               
-5.6276             -1.1834             
-5.6251             -1.1868             
-5.6226             -1.1902             
-5.6201             -1.1937             
-5.6176             -1.197              
-5.615              -1.2004             
-5.6125             -1.2038             
-5.6099             -1.2072             
-5.6074             -1.2106             
-5.6048             -1.214              
-5.6022             -1.2174             
-5.5996             -1.2208             
-5.5971             -1.2242             
-5.5944             -1.2276             
-5.5918             -1.2309             
-5.5892             -1.2343             
-5.5866             -1.2377             
-5.5839             -1.2411             
-5.5813             -1.2444             
-5.5786             -1.2478             
-5.576              -1.2512             
-5.5733             -1.2545             
-5.5706             -1.2579             
-5.5679             -1.2613             
-5.5652             -1.2646             
-5.5625             -1.268              
-5.5598             -1.2713             
-5.557              -1.2747             
-5.5543             -1.278              
-5.5516             -1.2814             
-5.5488             -1.2847             
-5.546              -1.2881             
-5.5433             -1.2914             
-5.5405             -1.2948             
-5.5377             -1.2981             
-5.5349             -1.3015             
-5.5321             -1.3048             
-5.5293             -1.3081             
-5.5264             -1.3115             
-5.5236             -1.3148             
-5.5207             -1.3181             
-5.5179             -1.3214             
-5.515              -1.3248             
-5.5122             -1.3281             
-5.5093             -1.3314             
-5.5064             -1.3347             
-5.5035             -1.338              
-5.5006             -1.3413             
-5.4977             -1.3447             
-5.4947             -1.348              
-5.4918             -1.3513             
-5.4889             -1.3546             
-5.4859             -1.3579             
-5.4829             -1.3612             
-5.48               -1.3645             
-5.477              -1.3678             
-5.474              -1.3711             
-5.471              -1.3743             
-5.468              -1.3776             
-5.465              -1.3809             
-5.462              -1.3842             
-5.4589             -1.3875             
-5.4559             -1.3908             
-5.4528             -1.394              
-5.4498             -1.3973             
-5.4467             -1.4006             
-5.4436             -1.4038             
-5.4405             -1.4071             
-5.4374             -1.4104             
-5.4343             -1.4136             
-5.4312             -1.4169             
-5.4281             -1.4202             
-5.425              -1.4234             
-5.4218             -1.4267             
-5.4187             -1.4299             
-5.4155             -1.4332             
-5.4123             -1.4364             
-5.4092             -1.4397             
