# fichier finlay.txt
############################################################################################
# Positions prévues de la comète Finlay par rapport au Soleil.
# Les données sont prises tous les jours.
# La première ligne correspond au 18/ 3/2021, la deuxième au 19/ 3/2021, etc.
# Les distances sont exprimées en unité astronomique (au) : 1 au = 1.496e+11 m
############################################################################################
X (au)              Y (au)              
-5.8535             0.5656              
-5.855              0.562               
-5.8565             0.5583              
-5.858              0.5547              
-5.8596             0.5511              
-5.8611             0.5475              
-5.8626             0.5438              
-5.864              0.5402              
-5.8655             0.5365              
-5.867              0.5329              
-5.8684             0.5293              
-5.8699             0.5256              
-5.8713             0.522               
-5.8728             0.5184              
-5.8742             0.5147              
-5.8756             0.5111              
-5.877              0.5074              
-5.8784             0.5038              
-5.8798             0.5001              
-5.8812             0.4965              
-5.8826             0.4929              
-5.8839             0.4892              
-5.8853             0.4856              
-5.8867             0.4819              
-5.888              0.4783              
-5.8893             0.4746              
-5.8907             0.471               
-5.892              0.4673              
-5.8933             0.4637              
-5.8946             0.46                
-5.8959             0.4564              
-5.8971             0.4527              
-5.8984             0.4491              
-5.8997             0.4454              
-5.9009             0.4418              
-5.9022             0.4381              
-5.9034             0.4344              
-5.9047             0.4308              
-5.9059             0.4271              
-5.9071             0.4235              
-5.9083             0.4198              
-5.9095             0.4162              
-5.9107             0.4125              
-5.9119             0.4088              
-5.9131             0.4052              
-5.9142             0.4015              
-5.9154             0.3979              
-5.9165             0.3942              
-5.9177             0.3905              
-5.9188             0.3869              
-5.9199             0.3832              
-5.921              0.3795              
-5.9221             0.3759              
-5.9232             0.3722              
-5.9243             0.3685              
-5.9254             0.3649              
-5.9265             0.3612              
-5.9275             0.3575              
-5.9286             0.3539              
-5.9297             0.3502              
-5.9307             0.3465              
-5.9317             0.3429              
-5.9327             0.3392              
-5.9338             0.3355              
-5.9348             0.3319              
-5.9358             0.3282              
-5.9368             0.3245              
-5.9377             0.3208              
-5.9387             0.3172              
-5.9397             0.3135              
-5.9406             0.3098              
-5.9416             0.3062              
-5.9425             0.3025              
-5.9434             0.2988              
-5.9444             0.2951              
-5.9453             0.2915              
-5.9462             0.2878              
-5.9471             0.2841              
-5.948              0.2804              
-5.9489             0.2767              
-5.9497             0.2731              
-5.9506             0.2694              
-5.9514             0.2657              
-5.9523             0.262               
-5.9531             0.2584              
-5.954              0.2547              
-5.9548             0.251               
-5.9556             0.2473              
-5.9564             0.2436              
-5.9572             0.24                
-5.958              0.2363              
-5.9588             0.2326              
-5.9595             0.2289              
-5.9603             0.2252              
-5.9611             0.2215              
-5.9618             0.2179              
-5.9626             0.2142              
-5.9633             0.2105              
-5.964              0.2068              
-5.9647             0.2031              
-5.9654             0.1994              
-5.9661             0.1958              
-5.9668             0.1921              
-5.9675             0.1884              
-5.9682             0.1847              
-5.9688             0.181               
-5.9695             0.1773              
-5.9701             0.1737              
-5.9708             0.17                
-5.9714             0.1663              
-5.972              0.1626              
-5.9727             0.1589              
-5.9733             0.1552              
-5.9739             0.1515              
-5.9745             0.1478              
-5.975              0.1442              
-5.9756             0.1405              
-5.9762             0.1368              
-5.9767             0.1331              
-5.9773             0.1294              
-5.9778             0.1257              
-5.9784             0.122               
-5.9789             0.1183              
-5.9794             0.1146              
-5.9799             0.111               
-5.9804             0.1073              
-5.9809             0.1036              
-5.9814             0.0999              
-5.9819             0.0962              
-5.9823             0.0925              
-5.9828             0.0888              
-5.9832             0.0851              
-5.9837             0.0814              
-5.9841             0.0777              
-5.9845             0.0741              
-5.9849             0.0704              
-5.9854             0.0667              
-5.9858             0.063               
-5.9862             0.0593              
-5.9865             0.0556              
-5.9869             0.0519              
-5.9873             0.0482              
-5.9876             0.0445              
-5.988              0.0408              
-5.9883             0.0371              
-5.9887             0.0334              
-5.989              0.0298              
-5.9893             0.0261              
-5.9896             0.0224              
-5.9899             0.0187              
-5.9902             0.015               
-5.9905             0.0113              
-5.9908             0.0076              
-5.991              0.0039              
-5.9913             0.0002              
-5.9916             -0.0035             
-5.9918             -0.0072             
-5.992              -0.0109             
-5.9923             -0.0145             
-5.9925             -0.0182             
-5.9927             -0.0219             
-5.9929             -0.0256             
-5.9931             -0.0293             
-5.9933             -0.033              
-5.9935             -0.0367             
-5.9936             -0.0404             
-5.9938             -0.0441             
-5.9939             -0.0478             
-5.9941             -0.0515             
-5.9942             -0.0551             
-5.9944             -0.0588             
-5.9945             -0.0625             
-5.9946             -0.0662             
-5.9947             -0.0699             
-5.9948             -0.0736             
-5.9949             -0.0773             
-5.995              -0.081              
-5.995              -0.0847             
-5.9951             -0.0884             
-5.9952             -0.0921             
-5.9952             -0.0957             
-5.9952             -0.0994             
-5.9953             -0.1031             
-5.9953             -0.1068             
-5.9953             -0.1105             
-5.9953             -0.1142             
-5.9953             -0.1179             
-5.9953             -0.1216             
-5.9953             -0.1253             
-5.9952             -0.129              
-5.9952             -0.1326             
-5.9952             -0.1363             
-5.9951             -0.14               
-5.9951             -0.1437             
-5.995              -0.1474             
-5.9949             -0.1511             
-5.9948             -0.1548             
-5.9947             -0.1585             
-5.9946             -0.1621             
-5.9945             -0.1658             
-5.9944             -0.1695             
-5.9943             -0.1732             
-5.9941             -0.1769             
-5.994              -0.1806             
-5.9939             -0.1843             
-5.9937             -0.1879             
-5.9935             -0.1916             
-5.9934             -0.1953             
-5.9932             -0.199              
-5.993              -0.2027             
-5.9928             -0.2064             
-5.9926             -0.2101             
-5.9924             -0.2137             
-5.9921             -0.2174             
-5.9919             -0.2211             
-5.9917             -0.2248             
-5.9914             -0.2285             
-5.9911             -0.2321             
-5.9909             -0.2358             
-5.9906             -0.2395             
-5.9903             -0.2432             
-5.99               -0.2469             
-5.9897             -0.2506             
-5.9894             -0.2542             
-5.9891             -0.2579             
-5.9888             -0.2616             
-5.9885             -0.2653             
-5.9881             -0.2689             
-5.9878             -0.2726             
-5.9874             -0.2763             
-5.9871             -0.28               
-5.9867             -0.2837             
-5.9863             -0.2873             
-5.9859             -0.291              
-5.9855             -0.2947             
-5.9851             -0.2984             
-5.9847             -0.302              
-5.9843             -0.3057             
-5.9838             -0.3094             
-5.9834             -0.3131             
-5.983              -0.3167             
-5.9825             -0.3204             
-5.982              -0.3241             
-5.9816             -0.3278             
-5.9811             -0.3314             
-5.9806             -0.3351             
-5.9801             -0.3388             
-5.9796             -0.3424             
-5.9791             -0.3461             
-5.9786             -0.3498             
-5.978              -0.3534             
-5.9775             -0.3571             
-5.977              -0.3608             
-5.9764             -0.3644             
-5.9758             -0.3681             
-5.9753             -0.3718             
-5.9747             -0.3754             
-5.9741             -0.3791             
-5.9735             -0.3828             
-5.9729             -0.3864             
-5.9723             -0.3901             
-5.9717             -0.3938             
-5.9711             -0.3974             
-5.9704             -0.4011             
-5.9698             -0.4048             
-5.9691             -0.4084             
-5.9685             -0.4121             
-5.9678             -0.4157             
-5.9671             -0.4194             
-5.9664             -0.4231             
-5.9657             -0.4267             
-5.965              -0.4304             
-5.9643             -0.434              
-5.9636             -0.4377             
-5.9629             -0.4413             
-5.9621             -0.445              
-5.9614             -0.4486             
-5.9607             -0.4523             
-5.9599             -0.456              
-5.9591             -0.4596             
-5.9583             -0.4633             
-5.9576             -0.4669             
-5.9568             -0.4706             
-5.956              -0.4742             
-5.9552             -0.4779             
-5.9543             -0.4815             
-5.9535             -0.4852             
-5.9527             -0.4888             
-5.9518             -0.4924             
-5.951              -0.4961             
-5.9501             -0.4997             
-5.9493             -0.5034             
-5.9484             -0.507              
-5.9475             -0.5107             
-5.9466             -0.5143             
-5.9457             -0.518              
-5.9448             -0.5216             
-5.9439             -0.5252             
-5.943              -0.5289             
-5.942              -0.5325             
-5.9411             -0.5362             
-5.9401             -0.5398             
-5.9392             -0.5434             
-5.9382             -0.5471             
-5.9372             -0.5507             
-5.9363             -0.5543             
-5.9353             -0.558              
-5.9343             -0.5616             
-5.9333             -0.5652             
-5.9322             -0.5689             
-5.9312             -0.5725             
-5.9302             -0.5761             
-5.9292             -0.5797             
-5.9281             -0.5834             
-5.927              -0.587              
-5.926              -0.5906             
-5.9249             -0.5943             
-5.9238             -0.5979             
-5.9227             -0.6015             
-5.9216             -0.6051             
-5.9205             -0.6087             
-5.9194             -0.6124             
-5.9183             -0.616              
-5.9172             -0.6196             
-5.916              -0.6232             
-5.9149             -0.6268             
-5.9137             -0.6305             
-5.9125             -0.6341             
-5.9114             -0.6377             
-5.9102             -0.6413             
-5.909              -0.6449             
-5.9078             -0.6485             
-5.9066             -0.6521             
-5.9054             -0.6558             
-5.9042             -0.6594             
-5.9029             -0.663              
-5.9017             -0.6666             
-5.9004             -0.6702             
-5.8992             -0.6738             
-5.8979             -0.6774             
-5.8966             -0.681              
-5.8954             -0.6846             
-5.8941             -0.6882             
-5.8928             -0.6918             
-5.8915             -0.6954             
-5.8901             -0.699              
-5.8888             -0.7026             
-5.8875             -0.7062             
-5.8861             -0.7098             
-5.8848             -0.7134             
-5.8834             -0.717              
-5.8821             -0.7206             
-5.8807             -0.7242             
-5.8793             -0.7278             
-5.8779             -0.7314             
-5.8765             -0.7349             
-5.8751             -0.7385             
-5.8737             -0.7421             
-5.8723             -0.7457             
-5.8709             -0.7493             
-5.8694             -0.7529             
-5.868              -0.7565             
-5.8665             -0.76               
-5.865              -0.7636             
-5.8636             -0.7672             
-5.8621             -0.7708             
-5.8606             -0.7744             
-5.8591             -0.7779             
-5.8576             -0.7815             
-5.8561             -0.7851             
-5.8545             -0.7887             
-5.853              -0.7922             
-5.8515             -0.7958             
-5.8499             -0.7994             
-5.8484             -0.8029             
-5.8468             -0.8065             
-5.8452             -0.8101             
-5.8436             -0.8136             
-5.842              -0.8172             
-5.8404             -0.8208             
-5.8388             -0.8243             
-5.8372             -0.8279             
-5.8356             -0.8314             
-5.834              -0.835              
-5.8323             -0.8385             
-5.8307             -0.8421             
-5.829              -0.8457             
-5.8273             -0.8492             
-5.8257             -0.8528             
-5.824              -0.8563             
-5.8223             -0.8599             
-5.8206             -0.8634             
-5.8189             -0.867              
-5.8172             -0.8705             
-5.8154             -0.874              
-5.8137             -0.8776             
-5.8119             -0.8811             
-5.8102             -0.8847             
-5.8084             -0.8882             
-5.8067             -0.8917             
-5.8049             -0.8953             
-5.8031             -0.8988             
-5.8013             -0.9023             
-5.7995             -0.9059             
-5.7977             -0.9094             
-5.7959             -0.9129             
-5.794              -0.9165             
-5.7922             -0.92               
-5.7904             -0.9235             
-5.7885             -0.927              
-5.7866             -0.9306             
-5.7848             -0.9341             
-5.7829             -0.9376             
-5.781              -0.9411             
-5.7791             -0.9446             
-5.7772             -0.9482             
-5.7753             -0.9517             
-5.7734             -0.9552             
-5.7714             -0.9587             
-5.7695             -0.9622             
-5.7675             -0.9657             
-5.7656             -0.9692             
-5.7636             -0.9727             
-5.7617             -0.9762             
-5.7597             -0.9797             
-5.7577             -0.9832             
-5.7557             -0.9867             
-5.7537             -0.9902             
-5.7517             -0.9937             
-5.7496             -0.9972             
-5.7476             -1.0007             
-5.7456             -1.0042             
-5.7435             -1.0077             
-5.7414             -1.0112             
-5.7394             -1.0147             
-5.7373             -1.0182             
-5.7352             -1.0217             
-5.7331             -1.0251             
-5.731              -1.0286             
-5.7289             -1.0321             
-5.7268             -1.0356             
-5.7247             -1.0391             
-5.7225             -1.0425             
-5.7204             -1.046              
-5.7182             -1.0495             
-5.7161             -1.053              
-5.7139             -1.0564             
-5.7117             -1.0599             
-5.7095             -1.0634             
-5.7073             -1.0668             
-5.7051             -1.0703             
-5.7029             -1.0738             
-5.7007             -1.0772             
-5.6985             -1.0807             
-5.6962             -1.0841             
-5.694              -1.0876             
-5.6917             -1.091              
-5.6895             -1.0945             
-5.6872             -1.0979             
-5.6849             -1.1014             
-5.6826             -1.1048             
-5.6803             -1.1083             
-5.678              -1.1117             
-5.6757             -1.1152             
-5.6733             -1.1186             
-5.671              -1.122              
-5.6687             -1.1255             
-5.6663             -1.1289             
-5.664              -1.1323             
-5.6616             -1.1358             
-5.6592             -1.1392             
-5.6568             -1.1426             
-5.6544             -1.1461             
-5.652              -1.1495             
-5.6496             -1.1529             
-5.6472             -1.1563             
-5.6448             -1.1598             
-5.6423             -1.1632             
-5.6399             -1.1666             
-5.6374             -1.17               
-5.6349             -1.1734             
-5.6325             -1.1768             
-5.63               -1.1802             
-5.6275             -1.1836             
-5.625              -1.187              
-5.6225             -1.1904             
-5.62               -1.1938             
-5.6174             -1.1972             
-5.6149             -1.2006             
-5.6124             -1.204              
-5.6098             -1.2074             
-5.6072             -1.2108             
-5.6047             -1.2142             
-5.6021             -1.2176             
-5.5995             -1.221              
-5.5969             -1.2244             
-5.5943             -1.2277             
-5.5917             -1.2311             
-5.5891             -1.2345             
-5.5864             -1.2379             
-5.5838             -1.2413             
-5.5811             -1.2446             
-5.5785             -1.248              
-5.5758             -1.2514             
-5.5731             -1.2547             
-5.5704             -1.2581             
-5.5678             -1.2615             
-5.5651             -1.2648             
-5.5623             -1.2682             
-5.5596             -1.2715             
-5.5569             -1.2749             
-5.5541             -1.2782             
-5.5514             -1.2816             
-5.5486             -1.2849             
-5.5459             -1.2883             
-5.5431             -1.2916             
-5.5403             -1.295              
-5.5375             -1.2983             
-5.5347             -1.3016             
-5.5319             -1.305              
-5.5291             -1.3083             
-5.5263             -1.3116             
-5.5234             -1.315              
-5.5206             -1.3183             
-5.5177             -1.3216             
-5.5149             -1.3249             
-5.512              -1.3283             
-5.5091             -1.3316             
-5.5062             -1.3349             
-5.5033             -1.3382             
-5.5004             -1.3415             
-5.4975             -1.3448             
-5.4946             -1.3481             
-5.4916             -1.3515             
-5.4887             -1.3548             
-5.4857             -1.3581             
-5.4828             -1.3614             
-5.4798             -1.3647             
-5.4768             -1.3679             
-5.4738             -1.3712             
-5.4708             -1.3745             
-5.4678             -1.3778             
-5.4648             -1.3811             
-5.4618             -1.3844             
-5.4588             -1.3877             
-5.4557             -1.3909             
-5.4527             -1.3942             
-5.4496             -1.3975             
-5.4465             -1.4008             
-5.4435             -1.404              
-5.4404             -1.4073             
-5.4373             -1.4106             
-5.4342             -1.4138             
-5.431              -1.4171             
-5.4279             -1.4203             
-5.4248             -1.4236             
-5.4216             -1.4269             
-5.4185             -1.4301             
-5.4153             -1.4333             
-5.4122             -1.4366             
-5.409              -1.4398             
-5.4058             -1.4431             
-5.4026             -1.4463             
-5.3994             -1.4496             
-5.3962             -1.4528             
-5.3929             -1.456              
-5.3897             -1.4592             
-5.3865             -1.4625             
-5.3832             -1.4657             
-5.38               -1.4689             
-5.3767             -1.4721             
-5.3734             -1.4753             
-5.3701             -1.4786             
-5.3668             -1.4818             
-5.3635             -1.485              
-5.3602             -1.4882             
-5.3569             -1.4914             
-5.3535             -1.4946             
-5.3502             -1.4978             
-5.3468             -1.501              
-5.3435             -1.5042             
-5.3401             -1.5074             
-5.3367             -1.5105             
-5.3333             -1.5137             
-5.3299             -1.5169             
-5.3265             -1.5201             
-5.3231             -1.5233             
-5.3197             -1.5264             
-5.3162             -1.5296             
-5.3128             -1.5328             
-5.3093             -1.536              
-5.3059             -1.5391             
-5.3024             -1.5423             
-5.2989             -1.5454             
-5.2954             -1.5486             
-5.2919             -1.5517             
-5.2884             -1.5549             
-5.2849             -1.558              
-5.2813             -1.5612             
-5.2778             -1.5643             
-5.2743             -1.5675             
-5.2707             -1.5706             
-5.2671             -1.5737             
-5.2635             -1.5769             
-5.26               -1.58               
-5.2564             -1.5831             
-5.2528             -1.5862             
-5.2491             -1.5894             
-5.2455             -1.5925             
-5.2419             -1.5956             
-5.2382             -1.5987             
-5.2346             -1.6018             
-5.2309             -1.6049             
-5.2273             -1.608              
-5.2236             -1.6111             
-5.2199             -1.6142             
-5.2162             -1.6173             
-5.2125             -1.6204             
-5.2088             -1.6235             
-5.205              -1.6266             
-5.2013             -1.6296             
-5.1975             -1.6327             
-5.1938             -1.6358             
-5.19               -1.6389             
-5.1862             -1.6419             
-5.1825             -1.645              
-5.1787             -1.6481             
-5.1749             -1.6511             
-5.171              -1.6542             
-5.1672             -1.6572             
-5.1634             -1.6603             
-5.1595             -1.6633             
-5.1557             -1.6664             
-5.1518             -1.6694             
-5.148              -1.6725             
-5.1441             -1.6755             
-5.1402             -1.6785             
-5.1363             -1.6816             
-5.1324             -1.6846             
-5.1285             -1.6876             
-5.1245             -1.6906             
-5.1206             -1.6937             
-5.1166             -1.6967             
-5.1127             -1.6997             
-5.1087             -1.7027             
-5.1047             -1.7057             
-5.1007             -1.7087             
-5.0968             -1.7117             
-5.0927             -1.7147             
-5.0887             -1.7177             
-5.0847             -1.7207             
-5.0807             -1.7236             
-5.0766             -1.7266             
-5.0726             -1.7296             
-5.0685             -1.7326             
-5.0644             -1.7355             
-5.0603             -1.7385             
-5.0562             -1.7415             
-5.0521             -1.7444             
-5.048              -1.7474             
-5.0439             -1.7504             
-5.0398             -1.7533             
-5.0356             -1.7563             
-5.0315             -1.7592             
-5.0273             -1.7621             
-5.0231             -1.7651             
-5.019              -1.768              
-5.0148             -1.7709             
-5.0106             -1.7739             
-5.0063             -1.7768             
-5.0021             -1.7797             
-4.9979             -1.7826             
-4.9937             -1.7855             
-4.9894             -1.7884             
-4.9851             -1.7913             
-4.9809             -1.7943             
-4.9766             -1.7971             
-4.9723             -1.8                
-4.968              -1.8029             
-4.9637             -1.8058             
-4.9594             -1.8087             
-4.955              -1.8116             
-4.9507             -1.8145             
-4.9463             -1.8173             
-4.942              -1.8202             
-4.9376             -1.8231             
-4.9332             -1.8259             
-4.9288             -1.8288             
-4.9244             -1.8316             
-4.92               -1.8345             
-4.9156             -1.8373             
-4.9112             -1.8402             
-4.9067             -1.843              
-4.9023             -1.8459             
-4.8978             -1.8487             
-4.8933             -1.8515             
-4.8889             -1.8543             
-4.8844             -1.8572             
-4.8799             -1.86               
-4.8753             -1.8628             
-4.8708             -1.8656             
-4.8663             -1.8684             
-4.8617             -1.8712             
-4.8572             -1.874              
-4.8526             -1.8768             
-4.8481             -1.8796             
-4.8435             -1.8824             
-4.8389             -1.8852             
-4.8343             -1.8879             
-4.8297             -1.8907             
-4.825              -1.8935             
-4.8204             -1.8962             
-4.8158             -1.899              
-4.8111             -1.9018             
-4.8064             -1.9045             
-4.8018             -1.9073             
-4.7971             -1.91               
-4.7924             -1.9127             
-4.7877             -1.9155             
-4.783              -1.9182             
-4.7782             -1.9209             
-4.7735             -1.9237             
-4.7687             -1.9264             
-4.764              -1.9291             
-4.7592             -1.9318             
-4.7544             -1.9345             
-4.7496             -1.9372             
-4.7448             -1.9399             
-4.74               -1.9426             
-4.7352             -1.9453             
-4.7304             -1.948              
-4.7255             -1.9507             
-4.7207             -1.9534             
-4.7158             -1.956              
-4.711              -1.9587             
-4.7061             -1.9614             
-4.7012             -1.964              
-4.6963             -1.9667             
-4.6914             -1.9693             
-4.6864             -1.972              
-4.6815             -1.9746             
-4.6765             -1.9773             
-4.6716             -1.9799             
-4.6666             -1.9825             
-4.6616             -1.9852             
-4.6567             -1.9878             
-4.6517             -1.9904             
-4.6466             -1.993              
-4.6416             -1.9956             
-4.6366             -1.9982             
-4.6315             -2.0008             
-4.6265             -2.0034             
-4.6214             -2.006              
-4.6164             -2.0086             
-4.6113             -2.0111             
-4.6062             -2.0137             
-4.6011             -2.0163             
-4.5959             -2.0189             
-4.5908             -2.0214             
-4.5857             -2.024              
-4.5805             -2.0265             
-4.5754             -2.0291             
-4.5702             -2.0316             
-4.565              -2.0341             
-4.5598             -2.0367             
-4.5546             -2.0392             
-4.5494             -2.0417             
-4.5442             -2.0442             
-4.5389             -2.0468             
-4.5337             -2.0493             
-4.5284             -2.0518             
-4.5232             -2.0543             
-4.5179             -2.0568             
-4.5126             -2.0592             
-4.5073             -2.0617             
-4.502              -2.0642             
-4.4967             -2.0667             
-4.4913             -2.0691             
-4.486              -2.0716             
-4.4806             -2.0741             
-4.4753             -2.0765             
-4.4699             -2.079              
-4.4645             -2.0814             
-4.4591             -2.0838             
-4.4537             -2.0863             
-4.4483             -2.0887             
-4.4428             -2.0911             
-4.4374             -2.0935             
-4.4319             -2.0959             
-4.4265             -2.0983             
-4.421              -2.1007             
-4.4155             -2.1031             
-4.41               -2.1055             
-4.4045             -2.1079             
-4.399              -2.1103             
-4.3934             -2.1127             
-4.3879             -2.115              
-4.3823             -2.1174             
-4.3767             -2.1198             
-4.3712             -2.1221             
-4.3656             -2.1244             
-4.36               -2.1268             
-4.3544             -2.1291             
-4.3487             -2.1315             
-4.3431             -2.1338             
-4.3375             -2.1361             
-4.3318             -2.1384             
-4.3261             -2.1407             
-4.3205             -2.143              
-4.3148             -2.1453             
-4.3091             -2.1476             
-4.3033             -2.1499             
-4.2976             -2.1522             
-4.2919             -2.1544             
-4.2861             -2.1567             
-4.2804             -2.159              
-4.2746             -2.1612             
-4.2688             -2.1635             
-4.263              -2.1657             
-4.2572             -2.168              
-4.2514             -2.1702             
-4.2456             -2.1724             
-4.2397             -2.1746             
-4.2339             -2.1769             
-4.228              -2.1791             
-4.2221             -2.1813             
-4.2162             -2.1835             
-4.2103             -2.1857             
-4.2044             -2.1878             
-4.1985             -2.19               
-4.1926             -2.1922             
-4.1866             -2.1944             
-4.1807             -2.1965             
-4.1747             -2.1987             
-4.1687             -2.2008             
-4.1627             -2.203              
-4.1567             -2.2051             
-4.1507             -2.2072             
-4.1447             -2.2094             
-4.1386             -2.2115             
-4.1326             -2.2136             
-4.1265             -2.2157             
-4.1204             -2.2178             
-4.1143             -2.2199             
-4.1082             -2.222              
-4.1021             -2.224              
-4.096              -2.2261             
-4.0899             -2.2282             
-4.0837             -2.2302             
-4.0776             -2.2323             
-4.0714             -2.2343             
-4.0652             -2.2364             
-4.059              -2.2384             
-4.0528             -2.2404             
-4.0466             -2.2424             
-4.0404             -2.2445             
-4.0341             -2.2465             
-4.0279             -2.2485             
-4.0216             -2.2505             
-4.0153             -2.2524             
-4.009              -2.2544             
-4.0027             -2.2564             
-3.9964             -2.2584             
-3.9901             -2.2603             
-3.9837             -2.2623             
-3.9774             -2.2642             
-3.971              -2.2661             
-3.9646             -2.2681             
-3.9582             -2.27               
-3.9518             -2.2719             
-3.9454             -2.2738             
-3.939              -2.2757             
-3.9326             -2.2776             
-3.9261             -2.2795             
-3.9196             -2.2814             
-3.9132             -2.2833             
-3.9067             -2.2851             
-3.9002             -2.287              
-3.8937             -2.2888             
-3.8871             -2.2907             
-3.8806             -2.2925             
-3.874              -2.2944             
-3.8675             -2.2962             
-3.8609             -2.298              
-3.8543             -2.2998             
-3.8477             -2.3016             
-3.8411             -2.3034             
-3.8345             -2.3052             
-3.8278             -2.3069             
-3.8212             -2.3087             
-3.8145             -2.3105             
-3.8078             -2.3122             
-3.8011             -2.314              
-3.7944             -2.3157             
-3.7877             -2.3174             
-3.781              -2.3192             
-3.7742             -2.3209             
-3.7675             -2.3226             
-3.7607             -2.3243             
-3.7539             -2.326              
-3.7472             -2.3277             
-3.7403             -2.3293             
-3.7335             -2.331              
-3.7267             -2.3327             
-3.7199             -2.3343             
-3.713              -2.336              
-3.7061             -2.3376             
-3.6992             -2.3392             
-3.6923             -2.3408             
-3.6854             -2.3424             
-3.6785             -2.3441             
-3.6716             -2.3456             
-3.6646             -2.3472             
-3.6577             -2.3488             
-3.6507             -2.3504             
-3.6437             -2.3519             
-3.6367             -2.3535             
-3.6297             -2.355              
-3.6227             -2.3566             
-3.6156             -2.3581             
-3.6086             -2.3596             
-3.6015             -2.3611             
-3.5944             -2.3626             
-3.5873             -2.3641             
-3.5802             -2.3656             
-3.5731             -2.3671             
-3.566              -2.3685             
-3.5588             -2.37               
-3.5516             -2.3714             
-3.5445             -2.3729             
-3.5373             -2.3743             
-3.5301             -2.3757             
-3.5229             -2.3771             
-3.5156             -2.3785             
-3.5084             -2.3799             
-3.5011             -2.3813             
-3.4939             -2.3827             
-3.4866             -2.384              
-3.4793             -2.3854             
-3.472              -2.3867             
-3.4647             -2.3881             
-3.4573             -2.3894             
-3.45               -2.3907             
-3.4426             -2.392              
-3.4352             -2.3933             
-3.4278             -2.3946             
-3.4204             -2.3959             
-3.413              -2.3971             
-3.4056             -2.3984             
-3.3981             -2.3996             
-3.3906             -2.4009             
-3.3832             -2.4021             
-3.3757             -2.4033             
-3.3682             -2.4045             
-3.3607             -2.4057             
-3.3531             -2.4069             
-3.3456             -2.4081             
-3.338              -2.4093             
-3.3304             -2.4104             
-3.3229             -2.4116             
-3.3153             -2.4127             
-3.3076             -2.4139             
-3.3                -2.415              
-3.2924             -2.4161             
-3.2847             -2.4172             
-3.277              -2.4183             
-3.2693             -2.4193             
-3.2616             -2.4204             
-3.2539             -2.4215             
-3.2462             -2.4225             
-3.2384             -2.4235             
-3.2307             -2.4246             
-3.2229             -2.4256             
-3.2151             -2.4266             
-3.2073             -2.4276             
-3.1995             -2.4285             
-3.1917             -2.4295             
-3.1838             -2.4305             
-3.1759             -2.4314             
-3.1681             -2.4323             
-3.1602             -2.4333             
-3.1523             -2.4342             
-3.1443             -2.4351             
-3.1364             -2.436              
-3.1285             -2.4368             
-3.1205             -2.4377             
-3.1125             -2.4386             
-3.1045             -2.4394             
-3.0965             -2.4402             
-3.0885             -2.4411             
-3.0804             -2.4419             
-3.0724             -2.4427             
-3.0643             -2.4434             
-3.0562             -2.4442             
-3.0481             -2.445              
-3.04               -2.4457             
-3.0319             -2.4465             
-3.0237             -2.4472             
-3.0156             -2.4479             
-3.0074             -2.4486             
-2.9992             -2.4493             
-2.991              -2.4499             
-2.9828             -2.4506             
-2.9746             -2.4513             
-2.9663             -2.4519             
-2.958              -2.4525             
-2.9498             -2.4531             
-2.9415             -2.4537             
-2.9331             -2.4543             
-2.9248             -2.4549             
-2.9165             -2.4554             
-2.9081             -2.456              
-2.8997             -2.4565             
-2.8913             -2.457              
-2.8829             -2.4575             
-2.8745             -2.458              
-2.8661             -2.4585             
-2.8576             -2.459              
-2.8492             -2.4594             
-2.8407             -2.4599             
-2.8322             -2.4603             
-2.8237             -2.4607             
-2.8151             -2.4611             
-2.8066             -2.4615             
-2.798              -2.4619             
-2.7894             -2.4622             
-2.7808             -2.4626             
-2.7722             -2.4629             
-2.7636             -2.4632             
-2.755              -2.4635             
-2.7463             -2.4638             
-2.7376             -2.4641             
-2.7289             -2.4643             
-2.7202             -2.4646             
-2.7115             -2.4648             
-2.7028             -2.465              
-2.694              -2.4652             
-2.6852             -2.4654             
-2.6764             -2.4655             
-2.6676             -2.4657             
-2.6588             -2.4658             
-2.65               -2.466              
-2.6411             -2.4661             
-2.6322             -2.4662             
-2.6234             -2.4662             
-2.6144             -2.4663             
-2.6055             -2.4663             
-2.5966             -2.4664             
-2.5876             -2.4664             
-2.5787             -2.4664             
-2.5697             -2.4664             
-2.5607             -2.4663             
-2.5517             -2.4663             
-2.5426             -2.4662             
-2.5336             -2.4661             
-2.5245             -2.466              
-2.5154             -2.4659             
-2.5063             -2.4658             
-2.4972             -2.4656             
-2.488              -2.4655             
-2.4789             -2.4653             
-2.4697             -2.4651             
-2.4605             -2.4648             
-2.4513             -2.4646             
-2.4421             -2.4644             
-2.4328             -2.4641             
-2.4236             -2.4638             
-2.4143             -2.4635             
-2.405              -2.4632             
-2.3957             -2.4628             
-2.3864             -2.4625             
-2.377              -2.4621             
-2.3676             -2.4617             
-2.3583             -2.4613             
-2.3489             -2.4609             
-2.3395             -2.4604             
-2.33               -2.46               
-2.3206             -2.4595             
-2.3111             -2.459              
-2.3016             -2.4584             
-2.2921             -2.4579             
-2.2826             -2.4573             
-2.273              -2.4568             
-2.2635             -2.4562             
-2.2539             -2.4555             
-2.2443             -2.4549             
-2.2347             -2.4542             
-2.2251             -2.4536             
-2.2154             -2.4529             
-2.2058             -2.4521             
-2.1961             -2.4514             
-2.1864             -2.4507             
-2.1767             -2.4499             
