# fichier halley.txt
############################################################################################
# Positions prévues de la comète Halley par rapport au Soleil.
# Les données sont prises tous les jours.
# La première ligne correspond au 18/ 3/2021, la deuxième au 19/ 3/2021, etc.
# Les distances sont exprimées en unité astronomique (au) : 1 au = 1.496e+11 m
############################################################################################
X (au)              Y (au)              
-12.9301            10.0812             
-12.9325            10.0845             
-12.9349            10.0877             
-12.9373            10.0909             
-12.9397            10.0942             
-12.9421            10.0974             
-12.9445            10.1007             
-12.9469            10.1039             
-12.9494            10.1071             
-12.9518            10.1104             
-12.9542            10.1136             
-12.9566            10.1169             
-12.959             10.1201             
-12.9614            10.1233             
-12.9638            10.1266             
-12.9662            10.1298             
-12.9686            10.133              
-12.971             10.1363             
-12.9734            10.1395             
-12.9758            10.1427             
-12.9782            10.146              
-12.9806            10.1492             
-12.983             10.1524             
-12.9854            10.1557             
-12.9878            10.1589             
-12.9902            10.1621             
-12.9926            10.1654             
-12.995             10.1686             
-12.9974            10.1718             
-12.9998            10.1751             
-13.0022            10.1783             
-13.0046            10.1815             
-13.007             10.1847             
-13.0094            10.188              
-13.0118            10.1912             
-13.0142            10.1944             
-13.0165            10.1976             
-13.0189            10.2009             
-13.0213            10.2041             
-13.0237            10.2073             
-13.0261            10.2105             
-13.0285            10.2137             
-13.0309            10.217              
-13.0333            10.2202             
-13.0356            10.2234             
-13.038             10.2266             
-13.0404            10.2298             
-13.0428            10.2331             
-13.0452            10.2363             
-13.0475            10.2395             
-13.0499            10.2427             
-13.0523            10.2459             
-13.0547            10.2491             
-13.0571            10.2523             
-13.0594            10.2556             
-13.0618            10.2588             
-13.0642            10.262              
-13.0666            10.2652             
-13.0689            10.2684             
-13.0713            10.2716             
-13.0737            10.2748             
-13.0761            10.278              
-13.0784            10.2812             
-13.0808            10.2845             
-13.0832            10.2877             
-13.0855            10.2909             
-13.0879            10.2941             
-13.0903            10.2973             
-13.0926            10.3005             
-13.095             10.3037             
-13.0974            10.3069             
-13.0997            10.3101             
-13.1021            10.3133             
-13.1045            10.3165             
-13.1068            10.3197             
-13.1092            10.3229             
-13.1115            10.3261             
-13.1139            10.3293             
-13.1163            10.3325             
-13.1186            10.3357             
-13.121             10.3389             
-13.1233            10.3421             
-13.1257            10.3453             
-13.128             10.3485             
-13.1304            10.3517             
-13.1328            10.3549             
-13.1351            10.3581             
-13.1375            10.3613             
-13.1398            10.3645             
-13.1422            10.3677             
-13.1445            10.3709             
-13.1469            10.374              
-13.1492            10.3772             
-13.1516            10.3804             
-13.1539            10.3836             
-13.1563            10.3868             
-13.1586            10.39               
-13.1609            10.3932             
-13.1633            10.3964             
-13.1656            10.3996             
-13.168             10.4028             
-13.1703            10.4059             
-13.1727            10.4091             
-13.175             10.4123             
-13.1773            10.4155             
-13.1797            10.4187             
-13.182             10.4219             
-13.1844            10.425              
-13.1867            10.4282             
-13.189             10.4314             
-13.1914            10.4346             
-13.1937            10.4378             
-13.196             10.441              
-13.1984            10.4441             
-13.2007            10.4473             
-13.203             10.4505             
-13.2054            10.4537             
-13.2077            10.4568             
-13.21              10.46               
-13.2124            10.4632             
-13.2147            10.4664             
-13.217             10.4695             
-13.2193            10.4727             
-13.2217            10.4759             
-13.224             10.4791             
-13.2263            10.4822             
-13.2287            10.4854             
-13.231             10.4886             
-13.2333            10.4918             
-13.2356            10.4949             
-13.2379            10.4981             
-13.2403            10.5013             
-13.2426            10.5044             
-13.2449            10.5076             
-13.2472            10.5108             
-13.2495            10.5139             
-13.2519            10.5171             
-13.2542            10.5203             
-13.2565            10.5234             
-13.2588            10.5266             
-13.2611            10.5298             
-13.2634            10.5329             
-13.2658            10.5361             
-13.2681            10.5393             
-13.2704            10.5424             
-13.2727            10.5456             
-13.275             10.5488             
-13.2773            10.5519             
-13.2796            10.5551             
-13.2819            10.5582             
-13.2842            10.5614             
-13.2865            10.5645             
-13.2889            10.5677             
-13.2912            10.5709             
-13.2935            10.574              
-13.2958            10.5772             
-13.2981            10.5803             
-13.3004            10.5835             
-13.3027            10.5866             
-13.305             10.5898             
-13.3073            10.593              
-13.3096            10.5961             
-13.3119            10.5993             
-13.3142            10.6024             
-13.3165            10.6056             
-13.3188            10.6087             
-13.3211            10.6119             
-13.3234            10.615              
-13.3257            10.6182             
-13.328             10.6213             
-13.3303            10.6245             
-13.3325            10.6276             
-13.3348            10.6308             
-13.3371            10.6339             
-13.3394            10.637              
-13.3417            10.6402             
-13.344             10.6433             
-13.3463            10.6465             
-13.3486            10.6496             
-13.3509            10.6528             
-13.3532            10.6559             
-13.3554            10.6591             
-13.3577            10.6622             
-13.36              10.6653             
-13.3623            10.6685             
-13.3646            10.6716             
-13.3669            10.6748             
-13.3691            10.6779             
-13.3714            10.681              
-13.3737            10.6842             
-13.376             10.6873             
-13.3783            10.6904             
-13.3806            10.6936             
-13.3828            10.6967             
-13.3851            10.6998             
-13.3874            10.703              
-13.3897            10.7061             
-13.3919            10.7093             
-13.3942            10.7124             
-13.3965            10.7155             
-13.3988            10.7186             
-13.401             10.7218             
-13.4033            10.7249             
-13.4056            10.728              
-13.4078            10.7312             
-13.4101            10.7343             
-13.4124            10.7374             
-13.4147            10.7406             
-13.4169            10.7437             
-13.4192            10.7468             
-13.4215            10.7499             
-13.4237            10.7531             
-13.426             10.7562             
-13.4283            10.7593             
-13.4305            10.7624             
-13.4328            10.7656             
-13.435             10.7687             
-13.4373            10.7718             
-13.4396            10.7749             
-13.4418            10.778              
-13.4441            10.7812             
-13.4463            10.7843             
-13.4486            10.7874             
-13.4509            10.7905             
-13.4531            10.7936             
-13.4554            10.7968             
-13.4576            10.7999             
-13.4599            10.803              
-13.4621            10.8061             
-13.4644            10.8092             
-13.4667            10.8123             
-13.4689            10.8155             
-13.4712            10.8186             
-13.4734            10.8217             
-13.4757            10.8248             
-13.4779            10.8279             
-13.4802            10.831              
-13.4824            10.8341             
-13.4847            10.8373             
-13.4869            10.8404             
-13.4892            10.8435             
-13.4914            10.8466             
-13.4936            10.8497             
-13.4959            10.8528             
-13.4981            10.8559             
-13.5004            10.859              
-13.5026            10.8621             
-13.5049            10.8652             
-13.5071            10.8683             
-13.5093            10.8714             
-13.5116            10.8745             
-13.5138            10.8776             
-13.5161            10.8808             
-13.5183            10.8839             
-13.5205            10.887              
-13.5228            10.8901             
-13.525             10.8932             
-13.5272            10.8963             
-13.5295            10.8994             
-13.5317            10.9025             
-13.5339            10.9056             
-13.5362            10.9087             
-13.5384            10.9118             
-13.5406            10.9149             
-13.5429            10.918              
-13.5451            10.9211             
-13.5473            10.9241             
-13.5496            10.9272             
-13.5518            10.9303             
-13.554             10.9334             
-13.5562            10.9365             
-13.5585            10.9396             
-13.5607            10.9427             
-13.5629            10.9458             
-13.5651            10.9489             
-13.5674            10.952              
-13.5696            10.9551             
-13.5718            10.9582             
-13.574             10.9613             
-13.5763            10.9644             
-13.5785            10.9674             
-13.5807            10.9705             
-13.5829            10.9736             
-13.5851            10.9767             
-13.5874            10.9798             
-13.5896            10.9829             
-13.5918            10.986              
-13.594             10.989              
-13.5962            10.9921             
-13.5984            10.9952             
-13.6006            10.9983             
-13.6029            11.0014             
-13.6051            11.0045             
-13.6073            11.0075             
-13.6095            11.0106             
-13.6117            11.0137             
-13.6139            11.0168             
-13.6161            11.0199             
-13.6183            11.0229             
-13.6205            11.026              
-13.6227            11.0291             
-13.625             11.0322             
-13.6272            11.0353             
-13.6294            11.0383             
-13.6316            11.0414             
-13.6338            11.0445             
-13.636             11.0476             
-13.6382            11.0506             
-13.6404            11.0537             
-13.6426            11.0568             
-13.6448            11.0599             
-13.647             11.0629             
-13.6492            11.066              
-13.6514            11.0691             
-13.6536            11.0721             
-13.6558            11.0752             
-13.658             11.0783             
-13.6602            11.0814             
-13.6624            11.0844             
-13.6646            11.0875             
-13.6668            11.0906             
-13.6689            11.0936             
-13.6711            11.0967             
-13.6733            11.0998             
-13.6755            11.1028             
-13.6777            11.1059             
-13.6799            11.109              
-13.6821            11.112              
-13.6843            11.1151             
-13.6865            11.1181             
-13.6887            11.1212             
-13.6908            11.1243             
-13.693             11.1273             
-13.6952            11.1304             
-13.6974            11.1335             
-13.6996            11.1365             
-13.7018            11.1396             
-13.704             11.1426             
-13.7061            11.1457             
-13.7083            11.1488             
-13.7105            11.1518             
-13.7127            11.1549             
-13.7149            11.1579             
-13.717             11.161              
-13.7192            11.164              
-13.7214            11.1671             
-13.7236            11.1701             
-13.7258            11.1732             
-13.7279            11.1763             
-13.7301            11.1793             
-13.7323            11.1824             
-13.7345            11.1854             
-13.7366            11.1885             
-13.7388            11.1915             
-13.741             11.1946             
-13.7432            11.1976             
-13.7453            11.2007             
-13.7475            11.2037             
-13.7497            11.2068             
-13.7518            11.2098             
-13.754             11.2129             
-13.7562            11.2159             
-13.7583            11.2189             
-13.7605            11.222              
-13.7627            11.225              
-13.7648            11.2281             
-13.767             11.2311             
-13.7692            11.2342             
-13.7713            11.2372             
-13.7735            11.2403             
-13.7757            11.2433             
-13.7778            11.2463             
-13.78              11.2494             
-13.7821            11.2524             
-13.7843            11.2555             
-13.7865            11.2585             
-13.7886            11.2615             
-13.7908            11.2646             
-13.7929            11.2676             
-13.7951            11.2706             
-13.7972            11.2737             
-13.7994            11.2767             
-13.8016            11.2798             
-13.8037            11.2828             
-13.8059            11.2858             
-13.808             11.2889             
-13.8102            11.2919             
-13.8123            11.2949             
-13.8145            11.298              
-13.8166            11.301              
-13.8188            11.304              
-13.8209            11.3071             
-13.8231            11.3101             
-13.8252            11.3131             
-13.8274            11.3161             
-13.8295            11.3192             
-13.8317            11.3222             
-13.8338            11.3252             
-13.836             11.3283             
-13.8381            11.3313             
-13.8402            11.3343             
-13.8424            11.3373             
-13.8445            11.3404             
-13.8467            11.3434             
-13.8488            11.3464             
-13.851             11.3494             
-13.8531            11.3525             
-13.8552            11.3555             
-13.8574            11.3585             
-13.8595            11.3615             
-13.8616            11.3646             
-13.8638            11.3676             
-13.8659            11.3706             
-13.8681            11.3736             
-13.8702            11.3766             
-13.8723            11.3797             
-13.8745            11.3827             
-13.8766            11.3857             
-13.8787            11.3887             
-13.8809            11.3917             
-13.883             11.3947             
-13.8851            11.3978             
-13.8873            11.4008             
-13.8894            11.4038             
-13.8915            11.4068             
-13.8936            11.4098             
-13.8958            11.4128             
-13.8979            11.4158             
-13.9               11.4189             
-13.9021            11.4219             
-13.9043            11.4249             
-13.9064            11.4279             
-13.9085            11.4309             
-13.9106            11.4339             
-13.9128            11.4369             
-13.9149            11.4399             
-13.917             11.4429             
-13.9191            11.4459             
-13.9213            11.449              
-13.9234            11.452              
-13.9255            11.455              
-13.9276            11.458              
-13.9297            11.461              
-13.9318            11.464              
-13.934             11.467              
-13.9361            11.47               
-13.9382            11.473              
-13.9403            11.476              
-13.9424            11.479              
-13.9445            11.482              
-13.9467            11.485              
-13.9488            11.488              
-13.9509            11.491              
-13.953             11.494              
-13.9551            11.497              
-13.9572            11.5                
-13.9593            11.503              
-13.9614            11.506              
-13.9635            11.509              
-13.9656            11.512              
-13.9678            11.515              
-13.9699            11.518              
-13.972             11.521              
-13.9741            11.524              
-13.9762            11.527              
-13.9783            11.53               
-13.9804            11.533              
-13.9825            11.536              
-13.9846            11.5389             
-13.9867            11.5419             
-13.9888            11.5449             
-13.9909            11.5479             
-13.993             11.5509             
-13.9951            11.5539             
-13.9972            11.5569             
-13.9993            11.5599             
-14.0014            11.5629             
-14.0035            11.5659             
-14.0056            11.5688             
-14.0077            11.5718             
-14.0098            11.5748             
-14.0119            11.5778             
-14.014             11.5808             
-14.016             11.5838             
-14.0181            11.5868             
-14.0202            11.5897             
-14.0223            11.5927             
-14.0244            11.5957             
-14.0265            11.5987             
-14.0286            11.6017             
-14.0307            11.6047             
-14.0328            11.6076             
-14.0349            11.6106             
-14.037             11.6136             
-14.039             11.6166             
-14.0411            11.6196             
-14.0432            11.6225             
-14.0453            11.6255             
-14.0474            11.6285             
-14.0495            11.6315             
-14.0515            11.6344             
-14.0536            11.6374             
-14.0557            11.6404             
-14.0578            11.6434             
-14.0599            11.6464             
-14.062             11.6493             
-14.064             11.6523             
-14.0661            11.6553             
-14.0682            11.6582             
-14.0703            11.6612             
-14.0723            11.6642             
-14.0744            11.6672             
-14.0765            11.6701             
-14.0786            11.6731             
-14.0806            11.6761             
-14.0827            11.679              
-14.0848            11.682              
-14.0869            11.685              
-14.0889            11.6879             
-14.091             11.6909             
-14.0931            11.6939             
-14.0952            11.6968             
-14.0972            11.6998             
-14.0993            11.7028             
-14.1014            11.7057             
-14.1034            11.7087             
-14.1055            11.7117             
-14.1076            11.7146             
-14.1096            11.7176             
-14.1117            11.7206             
-14.1138            11.7235             
-14.1158            11.7265             
-14.1179            11.7294             
-14.12              11.7324             
-14.122             11.7354             
-14.1241            11.7383             
-14.1261            11.7413             
-14.1282            11.7442             
-14.1303            11.7472             
-14.1323            11.7502             
-14.1344            11.7531             
-14.1364            11.7561             
-14.1385            11.759              
-14.1406            11.762              
-14.1426            11.7649             
-14.1447            11.7679             
-14.1467            11.7708             
-14.1488            11.7738             
-14.1508            11.7768             
-14.1529            11.7797             
-14.155             11.7827             
-14.157             11.7856             
-14.1591            11.7886             
-14.1611            11.7915             
-14.1632            11.7945             
-14.1652            11.7974             
-14.1673            11.8004             
-14.1693            11.8033             
-14.1714            11.8063             
-14.1734            11.8092             
-14.1755            11.8122             
-14.1775            11.8151             
-14.1796            11.8181             
-14.1816            11.821              
-14.1836            11.8239             
-14.1857            11.8269             
-14.1877            11.8298             
-14.1898            11.8328             
-14.1918            11.8357             
-14.1939            11.8387             
-14.1959            11.8416             
-14.198             11.8446             
-14.2               11.8475             
-14.202             11.8504             
-14.2041            11.8534             
-14.2061            11.8563             
-14.2082            11.8593             
-14.2102            11.8622             
-14.2122            11.8651             
-14.2143            11.8681             
-14.2163            11.871              
-14.2183            11.8739             
-14.2204            11.8769             
-14.2224            11.8798             
-14.2244            11.8828             
-14.2265            11.8857             
-14.2285            11.8886             
-14.2305            11.8916             
-14.2326            11.8945             
-14.2346            11.8974             
-14.2366            11.9004             
-14.2387            11.9033             
-14.2407            11.9062             
-14.2427            11.9092             
-14.2448            11.9121             
-14.2468            11.915              
-14.2488            11.918              
-14.2508            11.9209             
-14.2529            11.9238             
-14.2549            11.9267             
-14.2569            11.9297             
-14.2589            11.9326             
-14.261             11.9355             
-14.263             11.9384             
-14.265             11.9414             
-14.267             11.9443             
-14.269             11.9472             
-14.2711            11.9502             
-14.2731            11.9531             
-14.2751            11.956              
-14.2771            11.9589             
-14.2791            11.9618             
-14.2812            11.9648             
-14.2832            11.9677             
-14.2852            11.9706             
-14.2872            11.9735             
-14.2892            11.9765             
-14.2912            11.9794             
-14.2933            11.9823             
-14.2953            11.9852             
-14.2973            11.9881             
-14.2993            11.9911             
-14.3013            11.994              
-14.3033            11.9969             
-14.3053            11.9998             
-14.3074            12.0027             
-14.3094            12.0056             
-14.3114            12.0086             
-14.3134            12.0115             
-14.3154            12.0144             
-14.3174            12.0173             
-14.3194            12.0202             
-14.3214            12.0231             
-14.3234            12.026              
-14.3254            12.0289             
-14.3274            12.0319             
-14.3294            12.0348             
-14.3314            12.0377             
-14.3334            12.0406             
-14.3354            12.0435             
-14.3374            12.0464             
-14.3395            12.0493             
-14.3415            12.0522             
-14.3435            12.0551             
-14.3455            12.058              
-14.3475            12.061              
-14.3495            12.0639             
-14.3515            12.0668             
-14.3534            12.0697             
-14.3554            12.0726             
-14.3574            12.0755             
-14.3594            12.0784             
-14.3614            12.0813             
-14.3634            12.0842             
-14.3654            12.0871             
-14.3674            12.09               
-14.3694            12.0929             
-14.3714            12.0958             
-14.3734            12.0987             
-14.3754            12.1016             
-14.3774            12.1045             
-14.3794            12.1074             
-14.3814            12.1103             
-14.3834            12.1132             
-14.3853            12.1161             
-14.3873            12.119              
-14.3893            12.1219             
-14.3913            12.1248             
-14.3933            12.1277             
-14.3953            12.1306             
-14.3973            12.1335             
-14.3993            12.1364             
-14.4012            12.1393             
-14.4032            12.1422             
-14.4052            12.1451             
-14.4072            12.1479             
-14.4092            12.1508             
-14.4112            12.1537             
-14.4131            12.1566             
-14.4151            12.1595             
-14.4171            12.1624             
-14.4191            12.1653             
-14.4211            12.1682             
-14.423             12.1711             
-14.425             12.174              
-14.427             12.1769             
-14.429             12.1797             
-14.4309            12.1826             
-14.4329            12.1855             
-14.4349            12.1884             
-14.4369            12.1913             
-14.4388            12.1942             
-14.4408            12.1971             
-14.4428            12.1999             
-14.4448            12.2028             
-14.4467            12.2057             
-14.4487            12.2086             
-14.4507            12.2115             
-14.4526            12.2144             
-14.4546            12.2172             
-14.4566            12.2201             
-14.4586            12.223              
-14.4605            12.2259             
-14.4625            12.2288             
-14.4645            12.2316             
-14.4664            12.2345             
-14.4684            12.2374             
-14.4704            12.2403             
-14.4723            12.2432             
-14.4743            12.246              
-14.4762            12.2489             
-14.4782            12.2518             
-14.4802            12.2547             
-14.4821            12.2575             
-14.4841            12.2604             
-14.4861            12.2633             
-14.488             12.2662             
-14.49              12.269              
-14.4919            12.2719             
-14.4939            12.2748             
-14.4959            12.2777             
-14.4978            12.2805             
-14.4998            12.2834             
-14.5017            12.2863             
-14.5037            12.2891             
-14.5056            12.292              
-14.5076            12.2949             
-14.5095            12.2977             
-14.5115            12.3006             
-14.5135            12.3035             
-14.5154            12.3064             
-14.5174            12.3092             
-14.5193            12.3121             
-14.5213            12.315              
-14.5232            12.3178             
-14.5252            12.3207             
-14.5271            12.3235             
-14.5291            12.3264             
-14.531             12.3293             
-14.533             12.3321             
-14.5349            12.335              
-14.5369            12.3379             
-14.5388            12.3407             
-14.5407            12.3436             
-14.5427            12.3465             
-14.5446            12.3493             
-14.5466            12.3522             
-14.5485            12.355              
-14.5505            12.3579             
-14.5524            12.3608             
-14.5544            12.3636             
-14.5563            12.3665             
-14.5582            12.3693             
-14.5602            12.3722             
-14.5621            12.375              
-14.5641            12.3779             
-14.566             12.3808             
-14.5679            12.3836             
-14.5699            12.3865             
-14.5718            12.3893             
-14.5737            12.3922             
-14.5757            12.395              
-14.5776            12.3979             
-14.5796            12.4007             
-14.5815            12.4036             
-14.5834            12.4064             
-14.5854            12.4093             
-14.5873            12.4121             
-14.5892            12.415              
-14.5912            12.4178             
-14.5931            12.4207             
-14.595             12.4235             
-14.5969            12.4264             
-14.5989            12.4292             
-14.6008            12.4321             
-14.6027            12.4349             
-14.6047            12.4378             
-14.6066            12.4406             
-14.6085            12.4435             
-14.6104            12.4463             
-14.6124            12.4492             
-14.6143            12.452              
-14.6162            12.4548             
-14.6181            12.4577             
-14.6201            12.4605             
-14.622             12.4634             
-14.6239            12.4662             
-14.6258            12.4691             
-14.6278            12.4719             
-14.6297            12.4747             
-14.6316            12.4776             
-14.6335            12.4804             
-14.6354            12.4833             
-14.6374            12.4861             
-14.6393            12.4889             
-14.6412            12.4918             
-14.6431            12.4946             
-14.645             12.4974             
-14.647             12.5003             
-14.6489            12.5031             
-14.6508            12.506              
-14.6527            12.5088             
-14.6546            12.5116             
-14.6565            12.5145             
-14.6584            12.5173             
-14.6604            12.5201             
-14.6623            12.523              
-14.6642            12.5258             
-14.6661            12.5286             
-14.668             12.5315             
-14.6699            12.5343             
-14.6718            12.5371             
-14.6737            12.54               
-14.6756            12.5428             
-14.6776            12.5456             
-14.6795            12.5484             
-14.6814            12.5513             
-14.6833            12.5541             
-14.6852            12.5569             
-14.6871            12.5598             
-14.689             12.5626             
-14.6909            12.5654             
-14.6928            12.5682             
-14.6947            12.5711             
-14.6966            12.5739             
-14.6985            12.5767             
-14.7004            12.5795             
-14.7023            12.5824             
-14.7042            12.5852             
-14.7061            12.588              
-14.708             12.5908             
-14.7099            12.5936             
-14.7118            12.5965             
-14.7137            12.5993             
-14.7156            12.6021             
-14.7175            12.6049             
-14.7194            12.6078             
-14.7213            12.6106             
-14.7232            12.6134             
-14.7251            12.6162             
-14.727             12.619              
-14.7289            12.6218             
-14.7308            12.6247             
-14.7327            12.6275             
-14.7346            12.6303             
-14.7365            12.6331             
-14.7383            12.6359             
-14.7402            12.6387             
-14.7421            12.6416             
-14.744             12.6444             
-14.7459            12.6472             
-14.7478            12.65               
-14.7497            12.6528             
-14.7516            12.6556             
-14.7535            12.6584             
-14.7553            12.6612             
-14.7572            12.6641             
-14.7591            12.6669             
-14.761             12.6697             
-14.7629            12.6725             
-14.7648            12.6753             
-14.7667            12.6781             
-14.7685            12.6809             
-14.7704            12.6837             
-14.7723            12.6865             
-14.7742            12.6893             
-14.7761            12.6921             
-14.7779            12.6949             
-14.7798            12.6978             
-14.7817            12.7006             
-14.7836            12.7034             
-14.7855            12.7062             
-14.7873            12.709              
-14.7892            12.7118             
-14.7911            12.7146             
-14.793             12.7174             
-14.7949            12.7202             
-14.7967            12.723              
-14.7986            12.7258             
-14.8005            12.7286             
-14.8024            12.7314             
-14.8042            12.7342             
-14.8061            12.737              
-14.808             12.7398             
-14.8098            12.7426             
-14.8117            12.7454             
-14.8136            12.7482             
-14.8155            12.751              
-14.8173            12.7538             
-14.8192            12.7566             
-14.8211            12.7594             
-14.8229            12.7622             
-14.8248            12.765              
-14.8267            12.7678             
-14.8285            12.7705             
-14.8304            12.7733             
-14.8323            12.7761             
-14.8341            12.7789             
-14.836             12.7817             
-14.8379            12.7845             
-14.8397            12.7873             
-14.8416            12.7901             
-14.8435            12.7929             
-14.8453            12.7957             
-14.8472            12.7985             
-14.849             12.8013             
-14.8509            12.804              
-14.8528            12.8068             
-14.8546            12.8096             
-14.8565            12.8124             
-14.8583            12.8152             
-14.8602            12.818              
-14.8621            12.8208             
-14.8639            12.8236             
-14.8658            12.8263             
-14.8676            12.8291             
-14.8695            12.8319             
-14.8713            12.8347             
-14.8732            12.8375             
-14.8751            12.8403             
-14.8769            12.843              
-14.8788            12.8458             
-14.8806            12.8486             
-14.8825            12.8514             
-14.8843            12.8542             
-14.8862            12.857              
-14.888             12.8597             
-14.8899            12.8625             
-14.8917            12.8653             
-14.8936            12.8681             
-14.8954            12.8708             
-14.8973            12.8736             
-14.8991            12.8764             
-14.901             12.8792             
-14.9028            12.882              
-14.9047            12.8847             
-14.9065            12.8875             
-14.9083            12.8903             
-14.9102            12.8931             
-14.912             12.8958             
-14.9139            12.8986             
-14.9157            12.9014             
-14.9176            12.9042             
-14.9194            12.9069             
-14.9213            12.9097             
-14.9231            12.9125             
-14.9249            12.9152             
-14.9268            12.918              
-14.9286            12.9208             
-14.9305            12.9236             
-14.9323            12.9263             
-14.9341            12.9291             
-14.936             12.9319             
-14.9378            12.9346             
-14.9396            12.9374             
-14.9415            12.9402             
-14.9433            12.9429             
-14.9452            12.9457             
-14.947             12.9485             
-14.9488            12.9512             
-14.9507            12.954              
-14.9525            12.9568             
-14.9543            12.9595             
-14.9562            12.9623             
-14.958             12.9651             
-14.9598            12.9678             
-14.9616            12.9706             
-14.9635            12.9734             
-14.9653            12.9761             
-14.9671            12.9789             
-14.969             12.9816             
-14.9708            12.9844             
-14.9726            12.9872             
-14.9745            12.9899             
-14.9763            12.9927             
-14.9781            12.9954             
-14.9799            12.9982             
-14.9818            13.001              
-14.9836            13.0037             
-14.9854            13.0065             
-14.9872            13.0092             
-14.9891            13.012              
-14.9909            13.0147             
-14.9927            13.0175             
-14.9945            13.0203             
-14.9963            13.023              
-14.9982            13.0258             
-15.0               13.0285             
-15.0018            13.0313             
-15.0036            13.034              
-15.0054            13.0368             
-15.0073            13.0395             
-15.0091            13.0423             
-15.0109            13.045              
-15.0127            13.0478             
-15.0145            13.0505             
-15.0164            13.0533             
-15.0182            13.056              
-15.02              13.0588             
-15.0218            13.0615             
-15.0236            13.0643             
-15.0254            13.067              
-15.0272            13.0698             
-15.0291            13.0725             
-15.0309            13.0753             
-15.0327            13.078              
-15.0345            13.0808             
-15.0363            13.0835             
-15.0381            13.0863             
-15.0399            13.089              
-15.0417            13.0917             
-15.0435            13.0945             
-15.0453            13.0972             
-15.0472            13.1                
-15.049             13.1027             
-15.0508            13.1055             
-15.0526            13.1082             
-15.0544            13.1109             
-15.0562            13.1137             
-15.058             13.1164             
-15.0598            13.1192             
-15.0616            13.1219             
-15.0634            13.1246             
-15.0652            13.1274             
-15.067             13.1301             
-15.0688            13.1329             
-15.0706            13.1356             
-15.0724            13.1383             
-15.0742            13.1411             
-15.076             13.1438             
-15.0778            13.1465             
-15.0796            13.1493             
-15.0814            13.152              
-15.0832            13.1547             
-15.085             13.1575             
-15.0868            13.1602             
-15.0886            13.1629             
-15.0904            13.1657             
-15.0922            13.1684             
-15.094             13.1711             
-15.0958            13.1739             
-15.0976            13.1766             
-15.0994            13.1793             
-15.1012            13.1821             
-15.103             13.1848             
-15.1048            13.1875             
-15.1065            13.1903             
-15.1083            13.193              
-15.1101            13.1957             
-15.1119            13.1984             
-15.1137            13.2012             
-15.1155            13.2039             
-15.1173            13.2066             
-15.1191            13.2094             
-15.1209            13.2121             
-15.1226            13.2148             
-15.1244            13.2175             
-15.1262            13.2203             
-15.128             13.223              
-15.1298            13.2257             
-15.1316            13.2284             
-15.1334            13.2311             
-15.1351            13.2339             
-15.1369            13.2366             
-15.1387            13.2393             
-15.1405            13.242              
-15.1423            13.2448             
-15.1441            13.2475             
-15.1458            13.2502             
-15.1476            13.2529             
-15.1494            13.2556             
-15.1512            13.2584             
-15.153             13.2611             
-15.1547            13.2638             
-15.1565            13.2665             
-15.1583            13.2692             
-15.1601            13.2719             
-15.1619            13.2747             
-15.1636            13.2774             
-15.1654            13.2801             
-15.1672            13.2828             
-15.169             13.2855             
-15.1707            13.2882             
-15.1725            13.2909             
-15.1743            13.2937             
-15.1761            13.2964             
-15.1778            13.2991             
-15.1796            13.3018             
-15.1814            13.3045             
-15.1831            13.3072             
-15.1849            13.3099             
-15.1867            13.3126             
-15.1885            13.3153             
-15.1902            13.3181             
-15.192             13.3208             
-15.1938            13.3235             
-15.1955            13.3262             
-15.1973            13.3289             
