# positions des planetes Mercure et Venus par rapport au Soleil;;;
# donnees prises toutes les 2 heures ; distances en unite astronomique (u.a.) : 1 ua = 1,5.10^(11) m;;
########################################################################
# X_M abscisse de Mercure;Y_M ordonnee de Mercure;X_V abscisse de Venus;Y_V ordonnee de Venus
0.3215332231916626;-0.26281786355985337;0.5027359735322394;0.519266312490541
0.3225804639182545;-0.2608740097471198;0.5015371413657022;0.5204085805628443
0.32361613131043326;-0.25892442037063174;0.5003351706778778;0.521548607931753
0.32464019222117374;-0.25696916573686623;0.49913006136291144;0.5226863849421592
0.3256526138957426;-0.25500831634415394;0.4979218176237313;0.5238219033597429
0.3266533639728258;-0.2530419428809411;0.49671044115934304;0.5249551545904865
0.3276424120097394;-0.2510701158792114;0.4954959330025183;0.5260861292986316
0.328619727224611;-0.24909290698540418;0.49427829566296916;0.5272148181389791
0.32958527872283877;-0.2471103853762754;0.4930575319746266;0.5283412128493441
0.3305390378350803;-0.24512262291994477;0.4918336430414319;0.5294653040560058
0.33148097521598885;-0.24312968971809557;0.49060663212334155;0.5305870831201843
0.33241106332841414;-0.24113165745209805;0.48937650143605577;0.5317065410229267
0.3333292729414126;-0.23912859570059855;0.48814325254293744;0.532823667997872
0.3342355784345739;-0.23712057653199012;0.48690688867056414;0.533938456833207
0.3351299518237212;-0.23510766909159758;0.4856674111417666;0.5350508966477715
0.33601236840449544;-0.23308994545846012;0.48442482294097977;0.5361609791199323
0.33688280255222874;-0.23106747619019968;0.48317912679134056;0.5372686948294169
0.3377412285052833;-0.22904033092000975;0.481930324268238;0.5383740354011146
0.3385876233282733;-0.22700858109124983;0.48067841959114244;0.539476991441631
0.33942196278918724;-0.22497229712821287;0.47942341304982644;0.5405775530636041
0.3402442241639162;-0.2229315496282875;0.47816530879421737;0.5416757123059053
0.34105438423643875;-0.2208864087416943;0.47690410900732594;0.5427714589599398
0.34185242144657085;-0.21883694452527802;0.47563981643187214;0.5438647850022715
0.34263831525171007;-0.21678322790740698;0.47437243370025184;0.544955679858793
0.3434120439172734;-0.2147253285775852;0.47310196294585066;0.5460441347350299
0.34417358703323486;-0.21266331660478266;0.4718284073740622;0.5471301412374475
0.3449229256741189;-0.21059726216063326;0.4705517703535889;0.5482136895258563
0.3456600395259007;-0.2085272344437204;0.46927205383531606;0.54929476968024
0.34638491145375844;-0.20645330378075327;0.4679892621452167;0.5503733737102838
0.34709752277367684;-0.2043755397725111;0.46670339518960813;0.5514494908336429
0.34779785554997905;-0.2022940113356726;0.46541445919069524;0.5525231127913328
0.34848589372452576;-0.20020878870492065;0.46412245540117253;0.5535942303079275
0.34916162039233434;-0.1981199401451989;0.4628273873534743;0.55466283350677
0.349825019648859;-0.19602753472664505;0.46152925716389503;0.555728912411536
0.3504760750017552;-0.193931641080493;0.4602280688920907;0.5567924593431783
0.3511147732865805;-0.19183232857426188;0.45892382591947495;0.557853463307442
0.3517410998678198;-0.18972966562787377;0.45761653090367893;0.5589119165179294
0.3523550397684046;-0.18762371971831737;0.4563061866550695;0.5599678071927554
0.3529565809125227;-0.18551455977353673;0.4549927969204902;0.5610211279710222
0.3535457099914226;-0.18340225328474358;0.45367636542459794;0.5620718689448452
0.35412241393930616;-0.18128686777650943;0.4523568938519202;0.5631200193038827
0.35468668184858454;-0.1791684714510953;0.4510343878697059;0.5641655714666965
0.3552385017924337;-0.17704713057944993;0.44970884921973575;0.5652085146097986
0.3557778634684186;-0.17492291311799688;0.4483802813372993;0.5662488391312961
0.35630475450028104;-0.17279588493027376;0.447048688924253;0.5672865369954436
0.35681916759581017;-0.17066611330665904;0.44571407464130347;0.5683215967017962
0.3573210917063606;-0.16853366455748622;0.44437644179931884;0.569354010072075
0.3578105182904777;-0.16639860482575355;0.4430357947703822;0.5703837668429756
0.3582874383394481;-0.16426099930271507;0.44169213671482865;0.5714108577181678
0.35875184267158283;-0.16212091396646694;0.44034547104180943;0.5724352719599619
0.3592037258590332;-0.1599784141965311;0.43899580218942585;0.573457001845199
0.3596430785333813;-0.15783356475292729;0.4376431336245519;0.5744760366310381
0.3600698955076696;-0.15568643122548384;0.43628746922484835;0.5754923677970387
0.3604841684356573;-0.15353707679571044;0.4349288123377062;0.5765059834766111
0.3608858926815509;-0.15138556647849757;0.4335671679222139;0.5775168756251964
0.36127506111698376;-0.14923196382673146;0.43220253933403796;0.5785250349176569
0.36165166995977677;-0.14707633247846302;0.4308349300263795;0.5795304494760066
0.36201571339336597;-0.14491873606196332;0.42946434478774004;0.5805331126841086
0.36236718729455614;-0.1427592369802051;0.4280907869651149;0.5815330115423906
0.3627060873432069;-0.1405978983921904;0.42671426181760097;0.5825301391244495
0.3630324097496923;-0.1384347823706693;0.4253347725117426;0.5835244838538636
0.3633461498899317;-0.13626995060526842;0.4239523235981574;0.5845160368804109
